DATE,PLOT,INITALS,SPECIES,A1_cover,A1_pheno,A2_cover,A2_pheno,A3_cover,A3_pheno,A4_cover,A4_pheno,B4_cover,B4_pheno,C4_cover,C4_pheno,D4_cover,D4_pheno,D3_cover,D3_pheno,D2_cover,D2_pheno,D1_cover,D1_pheno,C1_cover,C1_pheno,B1_cover,B1_pheno,NOTES
20160415,1315,"MFO, PW",LUZCOM,,,,,1,FRT,2,FRT,1,FRT,,,,,1,FRT,1,FRT,,,,,,,
20160415,1315,"MFO, PW",ANIMAD,,,,,4,VEG,6,VEG,,,,,1,VEG,3,VEG,7,VEG,,,1,VEG,,,
20160415,1315,"MFO, PW",ELYGLA,,,,,,,,,,,,,,,,,,,,,,,,,
20160415,1315,"MFO, PW",TRIBIF,2,FLR,,,,,1,FRT,1,VEG,1,VEG,,,1,FRT,,,,,1,VEG,1,VEG,
20160415,1315,"MFO, PW",CHLPOM,,,,,,,1,VEG,,,,,,,,,,,,,,,,,
20160415,1315,"MFO, PW",FESBRO,,,,,,,,,1,FLR,,,,,1,FLR,,,,,,,,,
20160415,1315,"MFO, PW",ACMPAR,,,,,,,,,1,FLR,1,VEG,,,,,,,,,,,,,
20160415,1315,"MFO, PW",TRIOLI,,,,,,,,,1,FLR,,,,,1,FLR,,,,,1,FLR,,,
20160415,1315,"MFO, PW",LATANG,,,,,,,,,1,VEG,1,VEG,,,,,1,VEG,,,,,,,
20160415,1315,"MFO, PW",GALPAR,,,,,,,,,1,VEG,,,,,,,,,,,,,,,
20160415,1315,"MFO, PW",PIP_SP,,,,,,,,,,,2,VEG,,,,,,,,,,,,,
20160415,1315,"MFO, PW",MELTOR,,,,,,,,,,,1,VEG,,,,,,,,,,,,,
20160415,1315,"MFO, PW",BRADIS,,,,,,,,,,,1,VEG,,,,,,,,,,,,,
20160415,1315,"MFO, PW",FRIAFF,,,,,,,,,,,,,1,VEG,,,,,,,,,1,VEG,
20160415,1315,"MFO, PW",CYNECH,,,,,,,,,,,,,1,VEG,1,VEG,1,VEG,,,,,,,
20160415,1315,"MFO, PW",IRIFER,,,,,,,,,,,,,,,,,,,,,,,,,
20160415,1315,"MFO, PW",CERGLO,,,,,,,,,,,,,1,FRT,2,FRT,,,,,,,,,
20160415,1315,"MFO, PW",PENTRI,,,,,,,,,,,,,1,VEG,,,,,,,,,,,
20160415,1315,"MFO, PW",CLAPAR,,,,,,,,,,,,,,,,,,,,,,,,,
20160415,1315,"MFO, PW",OSMBER,,,,,,,,,,,,,,,1,VEG,,,,,,,,,
20160415,1315,"MFO, PW",LONHIS,,,,,,,,,,,,,,,,,20,VEG,,,,,,,
20160415,1315,"MFO, PW",YABMIC,,,,,,,,,,,,,,,,,,,,,,,1,VEG,
20160415,1315,"MFO, PW",POLYPOCAL,,,,,,,,,,,,,,,,,,,,,,,,,FERN
20160415,1315,"MFO, PW",FESCAL,,,,,,,,,,,,,,,,,,,,,,,,,
20160415,1315,"MFO, PW",POASEC,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
