DATE,PLOT,INITALS,SPECIES,A1_cover,A1_pheno,A2_cover,A2_pheno,A3_cover,A3_pheno,A4_cover,A4_pheno,B4_cover,B4_pheno,C4_cover,C4_pheno,D4_cover,D4_pheno,D3_cover,D3_pheno,D2_cover,D2_pheno,D1_cover,D1_pheno,C1_cover,C1_pheno,B1_cover,B1_pheno,NOTES
20160413,1325,"RO, MFO, MMJ PW",POLCAL,,,,,,,,,,,,,,,,,,,,,,,,,*(milkwhort or fern not indicated… check plot?)
20160413,1325,"RO, MFO, MMJ PW",SISBEL,,,,,,,,,,,,,1,FRT,,,1,VEG,,,,,,,
20160413,1325,"RO, MFO, MMJ PW",HYPGLA,,,,,,,,,,,,,,,1,VEG,,,1,VEG,,,,,
20160413,1325,"RO, MFO, MMJ PW",POASEC,,,,,,,,,,,,,,,,,,,,,,,,,
20160413,1325,"RO, MFO, MMJ PW",LYSARV,,,,,,,,,,,,,,,,,,,,,1,VEG,1,VEG,
20160413,1325,"RO, MFO, MMJ PW",SHEARV,,,,,,,,,,,,,,,,,,,,,,,,,
20160413,1325,"RO, MFO, MMJ PW",PERKEL,,,,,,,,,,,,,,,,,,,,,,,,,
20160413,1325,"RO, MFO, MMJ PW",ELYGLA,,,,,,,,,,,,,,,,,,,,,,,,,
20160413,1325,"RO, MFO, MMJ PW",LEOSAX,1,VEG,,,,,,,,,,,,,,,,,,,,,,,
20160413,1325,"RO, MFO, MMJ PW",FESOCC,,,,,,,,,,,,,,,,,,,,,,,,,
20160413,1325,"RO, MFO, MMJ PW",KOEMAC,,,,,,,,,,,,,,,,,,,,,,,,,
20160413,1325,"RO, MFO, MMJ PW",ACHMIL,,,,,,,,,,,,,,,,,,,,,,,,,
20160413,1325,"RO, MFO, MMJ PW",TRIWIL,,,,,,,,,,,,,,,,,,,,,,,,,
20160413,1325,"RO, MFO, MMJ PW",SANBIP,,,,,,,,,,,,,,,,,,,,,,,,,
20160413,1325,"RO, MFO, MMJ PW",CERGLO,,,,,,,,,,,,,,,,,,,,,,,,,
20160413,1325,"RO, MFO, MMJ PW",LOMUTR,,,,,,,,,,,,,,,,,,,,,,,,,
20160413,1325,"RO, MFO, MMJ PW",HYPRAD,1,VEG,,,,,,,,,,,,,,,,,,,,,,,
20160413,1325,"RO, MFO, MMJ PW",PRIHEN,,,,,,,,,,,,,,,,,,,,,,,,,
20160413,1325,"RO, MFO, MMJ PW",CYNGRA,,,,,,,,,,,,,,,,,,,,,,,,,
20160413,1325,"RO, MFO, MMJ PW",GALCAL,,,,,,,,,,,,,,,,,,,,,,,,,
20160413,1325,"RO, MFO, MMJ PW",CYNECH,1,VEG,,,1,VEG,1,VEG,1,VEG,,,,,1,VEG,,,1,VEG,,,1,VEG,*Added in on 4/14 - likely to be in these plots along with BRADIS
20160413,1325,"RO, MFO, MMJ PW",DICCAP,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
