DATE,PLOT,INITALS,SPECIES,A1_cover,A1_pheno,A2_cover,A2_pheno,A3_cover,A3_pheno,A4_cover,A4_pheno,B4_cover,B4_pheno,C4_cover,C4_pheno,D4_cover,D4_pheno,D3_cover,D3_pheno,D2_cover,D2_pheno,D1_cover,D1_pheno,C1_cover,C1_pheno,B1_cover,B1_pheno,NOTES
20160418,1310,"MFO, PW, HF",AVEBAR,,,,,,,,,,,,,,,,,,,,,,,,,
20160418,1310,"MFO, PW, HF",PENTRI,,,,,,,,,,,,,,,1,VEG,,,,,,,,,
20160418,1310,"MFO, PW, HF",POASEC,,,,,,,,,,,,,,,,,,,,,,,,,
20160418,1310,"MFO, PW, HF",MELTOR,,,,,,,,,,,,,,,1,VEG,1,FLR,1,FLR,1,VEG,,,
20160418,1310,"MFO, PW, HF",VICLAT,,,,,,,,,,,,,,,1,VEG,,,,,,,,,"*Confirm: small, pea-like --> Vicia "
20160418,1310,"MFO, PW, HF",HYPGLA,,,,,,,,,,,,,,,,,1,VEG,,,,,,,
20160418,1310,"MFO, PW, HF",AGOHET,,,,,,,,,,,,,,,,,1,VEG,,,,,,,
20160418,1310,"MFO, PW, HF",LONHIS,,,,,,,,,,,,,,,,,,,,,,,,,
20160418,1310,"MFO, PW, HF",NEMHET,,,,,,,,,,,,,,,,,,,,,,,,,
20160418,1310,"MFO, PW, HF",PERKEL,1,VEG,,,,,,,,,,,,,1,VEG,1,VEG,,,,,,,
20160418,1310,"MFO, PW, HF",MADGRA,,,,,,,,,,,,,,,,,,,,,,,,,
20160418,1310,"MFO, PW, HF",AIRCAR,,,,,,,,,,,,,,,,,,,,,,,,,
20160418,1310,"MFO, PW, HF",IRIFER,,,,,,,,,,,,,,,,,,,,,,,,,
20160418,1310,"MFO, PW, HF",ACHMIL,,,,,,,,,,,,,,,,,,,,,,,,,
20160418,1310,"MFO, PW, HF",FESCAL,,,,,,,,,,,,,,,,,,,,,,,,,
20160418,1310,"MFO, PW, HF",TRIMICDON,,,,,,,,,,,,,,,,,,,,,,,,,
