Plot ID,1337,,Sampler(s),"MK,MO,AC,KO",,,,,Date ,20180718,,,,,,,,
A4,TR,3280,,,ARBMEN,0,1,0,0,0,,,,2.39,117.8,3,,
B1,TR,3309,,,ARBMEN,1,1,1,1,3,,,,20.9,93.5,14,,
B1,TR,3309.1,,,ARBMEN,1,0,1,1,2,,,,11.8,,,,
B1,SA,3324,,,QUEAGR,0,0,,,,,1.66,0,,,,,
B1,TR,3308,,,PSEMEN,1,0,0,1,3,,,,31.3,,,,
B1,SA,3307,,,QUEAGR,0,0,,,,,1.9,1,,,,,
B1,SA,3306,,,UMBCAL,0,1,,,,,1.21,0,,55.5,1,,OG DEAD
B1,SA,999.1,,,UMBCAL,0,0,,,,,0.86,0,,,,,
A1,TR,3197,,,PSEMEN,1,0,0,1,3,,,,76.9,,,,
A1,SA,3267,,,ARBMEN,0,0,,,,,1.24,2,,,,,
A1,SA,3266,,,ARBMEN,0,0,,,,,2.56,0,,,,,
A1,TR,3198,,,ARBMEN,0,1,0,0,0,,,,2.98,115,4,,
A1,TR,3198.1,,,ARBMEN,0,0,0,0,0,,,,1.71,,0,,
A1,TR,3198.2,,,ARBMEN,0,0,0,0,0,,,,,,0,1,OG DEAD
A1,SA,3199,,,QUEAGR,0,0,,,,,1.47,0,,,,,
A1,SA,3264,,,UMBCAL,0,1,,,,,2.39,0,,161.9,2,,OG DEAD
A1,SA,3265,,,UMBCAL,0,0,,,,,,,,,,1,OG DEAD
A1,SA,3200,,,AESCAL,0,0,,,,,,,,,,1,OG DEAD
A3,TR,3268,,,ARBMEN,0,0,0,0,0,,,,4.97,,,,
A3,TR,3268.1,,,ARBMEN,0,0,0,0,0,,,,,,,1,OG DEAD
A2,TR,3274,,,ARBMEN,0,1,0,0,0,,,,4.51,136,9,,
A2,TR,3274.1,,,ARBMEN,0,0,0,0,0,,,,1.02,,,,
A2,SA,3269,,,UMBCAL,0,1,,,,3.51,,,,114.1,3,,OG DEAD
A2,TR,3273,,,UMBCAL,0,1,0,0,0,,,,10.5,237,28,,
A2,TR,3273.1,,,UMBCAL,0,0,0,0,0,,,,2.02,,,,
A2,TS,3273.2,,,UMBCAL,0,0,,,,0.9,,,,,,,
A2,TR,3272,,,ARBMEN,0,1,0,0,0,,,,4.55,50.1,1,,
A2,TR,3272.1,,,ARBMEN,0,0,0,0,0,,,,1.74,,,,
A2,TR,3272.2,,,ARBMEN,0,0,0,0,0,,,,1.59,,,,
A4,TS,3280.1,,,ARBMEN,0,0,,,,,3.33,0,2.26,,,,
A4,SA,3281,,,UMBCAL,0,1,,,,,1.54,0,,55.5,2,,
A4,SA,3282,,,UMBCAL,0,0,,,,,1.4,0,,,,,
A4,SA,3283,,,ARBMEN,0,0,,,,,2.15,1,,,,,
B4,SA,3284,,,ARBMEN,0,0,,,,,3.91,1,,,,,DEAD
B4,SA,3288,,,ARBMEN,0,0,,,,,2.74,2,,,,,
B4,TR,3289,,,PSEMEN,0,0,0,0,0,,,,28.2,,,,
B4,TR,3290,,,PSEMEN,1,0,0,1,2,,,,42.9,,,,
B4,SA,3287,,,ARBMEN,0,0,,,,,1.86,2,,,,,
B4,SA,3286,,,ARBMEN,0,0,,,,,,,,,,,DEAD/GONE
