"Plot Title: PPW1350_10319261"
"#1 Day","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10319261, SEN S/N: 10319261)","RH, % (LGR S/N: 10319261, SEN S/N: 10319261)","Coupler Detached (LGR S/N: 10319261)","Coupler Attached (LGR S/N: 10319261)","Stopped (LGR S/N: 10319261)","End Of File (LGR S/N: 10319261)"
7012,06/06/15 03:00:00 PM,28.891,43.180,,,,
7013,06/06/15 03:30:00 PM,28.543,43.371,,,,
7014,06/06/15 04:00:00 PM,28.147,43.457,,,,
7015,06/06/15 04:30:00 PM,28.072,41.805,,,,
7016,06/06/15 05:00:00 PM,27.308,42.902,,,,
7017,06/06/15 05:30:00 PM,26.622,43.772,,,,
7018,06/06/15 06:00:00 PM,26.182,45.249,,,,
7019,06/06/15 06:30:00 PM,25.355,46.926,,,,
7020,06/06/15 07:00:00 PM,24.677,48.989,,,,
7021,06/06/15 07:30:00 PM,23.905,52.249,,,,
7022,06/06/15 08:00:00 PM,22.920,55.180,,,,
7023,06/06/15 08:30:00 PM,21.987,58.226,,,,
7024,06/06/15 09:00:00 PM,21.008,60.457,,,,
7025,06/06/15 09:30:00 PM,20.103,63.569,,,,
7026,06/06/15 10:00:00 PM,19.294,65.965,,,,
7027,06/06/15 10:30:00 PM,18.794,67.795,,,,
7028,06/06/15 11:00:00 PM,18.224,69.914,,,,
7029,06/06/15 11:30:00 PM,17.534,72.360,,,,
7030,06/07/15 12:00:00 AM,16.654,74.617,,,,
7031,06/07/15 12:30:00 AM,15.629,77.119,,,,
7032,06/07/15 01:00:00 AM,15.031,79.058,,,,
7033,06/07/15 01:30:00 AM,14.936,79.952,,,,
7034,06/07/15 02:00:00 AM,14.721,81.008,,,,
7035,06/07/15 02:30:00 AM,14.697,83.111,,,,
7036,06/07/15 03:00:00 AM,14.625,82.931,,,,
7037,06/07/15 03:30:00 AM,14.553,83.568,,,,
7038,06/07/15 04:00:00 AM,15.008,84.052,,,,
7039,06/07/15 04:30:00 AM,15.031,83.296,,,,
7040,06/07/15 05:00:00 AM,15.127,82.880,,,,
7041,06/07/15 05:30:00 AM,13.906,83.909,,,,
7042,06/07/15 06:00:00 AM,13.834,84.568,,,,
7043,06/07/15 06:30:00 AM,13.882,84.876,,,,
7044,06/07/15 07:00:00 AM,14.314,87.713,,,,
7045,06/07/15 07:30:00 AM,15.414,88.057,,,,
7046,06/07/15 08:00:00 AM,16.606,86.538,,,,
7047,06/07/15 08:30:00 AM,19.484,70.792,,,,
7048,06/07/15 09:00:00 AM,21.223,67.374,,,,
7049,06/07/15 09:30:00 AM,23.857,62.318,,,,
7050,06/07/15 10:00:00 AM,25.040,56.394,,,,
7051,06/07/15 10:30:00 AM,25.817,53.745,,,,
7052,06/07/15 11:00:00 AM,27.186,51.010,,,,
7053,06/07/15 11:30:00 AM,28.766,46.698,,,,
7054,06/07/15 12:00:00 PM,29.515,43.679,,,,
7055,06/07/15 12:30:00 PM,31.052,38.397,,,,
7056,06/07/15 01:00:00 PM,32.433,34.544,,,,
7057,06/07/15 01:30:00 PM,33.365,35.243,,,,
7058,06/07/15 02:00:00 PM,33.992,32.667,,,,
7059,06/07/15 02:30:00 PM,34.757,27.921,,,,
7060,06/07/15 03:00:00 PM,35.182,28.546,,,,
7061,06/07/15 03:30:00 PM,35.770,27.019,,,,
7062,06/07/15 04:00:00 PM,35.904,28.078,,,,
7063,06/07/15 04:30:00 PM,35.958,28.397,,,,
7064,06/07/15 05:00:00 PM,35.049,29.197,,,,
7065,06/07/15 05:30:00 PM,34.545,29.746,,,,
7066,06/07/15 06:00:00 PM,33.835,29.239,,,,
7067,06/07/15 06:30:00 PM,32.898,29.234,,,,
7068,06/07/15 07:00:00 PM,31.842,31.727,,,,
7069,06/07/15 07:30:00 PM,30.444,35.579,,,,
7070,06/07/15 08:00:00 PM,29.215,37.676,,,,
7071,06/07/15 08:30:00 PM,27.776,39.957,,,,
7072,06/07/15 09:00:00 PM,26.598,42.429,,,,
7073,06/07/15 09:30:00 PM,25.720,44.091,,,,
7074,06/07/15 10:00:00 PM,24.702,46.041,,,,
7075,06/07/15 10:30:00 PM,23.713,48.737,,,,
7076,06/07/15 11:00:00 PM,22.824,51.628,,,,
7077,06/07/15 11:30:00 PM,21.963,53.359,,,,
7078,06/08/15 12:00:00 AM,21.294,55.841,,,,
7079,06/08/15 12:30:00 AM,20.627,58.262,,,,
7080,06/08/15 01:00:00 AM,20.222,57.833,,,,
7081,06/08/15 01:30:00 AM,19.603,61.502,,,,
7082,06/08/15 02:00:00 AM,18.961,63.078,,,,
7083,06/08/15 02:30:00 AM,18.271,65.460,,,,
7084,06/08/15 03:00:00 AM,17.605,67.903,,,,
7085,06/08/15 03:30:00 AM,16.606,69.642,,,,
7086,06/08/15 04:00:00 AM,15.414,72.720,,,,
7087,06/08/15 04:30:00 AM,14.840,74.678,,,,
7088,06/08/15 05:00:00 AM,14.361,76.632,,,,
7089,06/08/15 05:30:00 AM,14.122,77.224,,,,
7090,06/08/15 06:00:00 AM,14.074,78.964,,,,
7091,06/08/15 06:30:00 AM,14.026,80.058,,,,
7092,06/08/15 07:00:00 AM,14.290,80.721,,,,
7093,06/08/15 07:30:00 AM,14.864,81.671,,,,
7094,06/08/15 08:00:00 AM,14.266,81.566,,,,
7095,06/08/15 08:30:00 AM,13.305,87.178,,,,
7096,06/08/15 09:00:00 AM,12.920,89.283,,,,
7097,06/08/15 09:30:00 AM,13.209,88.403,,,,
7098,06/08/15 10:00:00 AM,14.505,83.992,,,,
7099,06/08/15 10:30:00 AM,16.177,78.298,,,,
7100,06/08/15 11:00:00 AM,19.151,64.543,,,,
7101,06/08/15 11:30:00 AM,21.437,56.819,,,,
7102,06/08/15 12:00:00 PM,22.944,49.241,,,,
7103,06/08/15 12:30:00 PM,24.629,45.903,,,,
7104,06/08/15 01:00:00 PM,26.231,43.857,,,,
7105,06/08/15 01:30:00 PM,26.720,42.967,,,,
7106,06/08/15 02:00:00 PM,28.196,37.007,,,,
7107,06/08/15 02:30:00 PM,29.590,33.064,,,,
7108,06/08/15 03:00:00 PM,30.571,32.266,,,,
7109,06/08/15 03:30:00 PM,27.579,41.290,,,,
7110,06/08/15 04:00:00 PM,23.448,50.227,,,,
7111,06/08/15 04:30:00 PM,21.318,56.863,,,,
7112,06/08/15 05:00:00 PM,19.508,62.389,,,,
7113,06/08/15 05:30:00 PM,17.938,67.670,,,,
7114,06/08/15 06:00:00 PM,17.510,68.996,,,,
7115,06/08/15 06:30:00 PM,16.868,72.575,,,,
7116,06/08/15 07:00:00 PM,16.987,72.742,,,,
7117,06/08/15 07:30:00 PM,16.463,74.948,,,,
7118,06/08/15 08:00:00 PM,16.010,80.240,,,,
7119,06/08/15 08:30:00 PM,15.127,87.668,,,,
7120,06/08/15 09:00:00 PM,15.031,87.243,,,,
7121,06/08/15 09:30:00 PM,15.127,86.002,,,,
7122,06/08/15 10:00:00 PM,15.175,86.686,,,,
7123,06/08/15 10:30:00 PM,15.270,86.171,,,,
7124,06/08/15 11:00:00 PM,15.461,84.047,,,,
7125,06/08/15 11:30:00 PM,15.533,84.499,,,,
7126,06/09/15 12:00:00 AM,15.438,86.910,,,,
7127,06/09/15 12:30:00 AM,15.318,91.458,,,,
7128,06/09/15 01:00:00 AM,15.318,91.405,,,,
7129,06/09/15 01:30:00 AM,15.963,86.279,,,,
7130,06/09/15 02:00:00 AM,15.605,91.898,,,,
7131,06/09/15 02:30:00 AM,15.247,94.290,,,,
7132,06/09/15 03:00:00 AM,15.151,95.224,,,,
7133,06/09/15 03:30:00 AM,15.079,95.463,,,,
7134,06/09/15 04:00:00 AM,15.079,95.463,,,,
7135,06/09/15 04:30:00 AM,15.008,96.115,,,,
7136,06/09/15 05:00:00 AM,15.127,94.103,,,,
7137,06/09/15 05:30:00 AM,14.840,95.710,,,,
7138,06/09/15 06:00:00 AM,14.409,94.875,,,,
7139,06/09/15 06:30:00 AM,14.385,95.152,,,,
7140,06/09/15 07:00:00 AM,14.457,96.251,,,,
7141,06/09/15 07:30:00 AM,14.481,96.718,,,,
7142,06/09/15 08:00:00 AM,14.888,96.391,,,,
7143,06/09/15 08:30:00 AM,15.079,97.467,,,,
7144,06/09/15 09:00:00 AM,15.772,96.472,,,,
7145,06/09/15 09:30:00 AM,16.463,94.840,,,,
7146,06/09/15 10:00:00 AM,17.463,89.677,,,,
7147,06/09/15 10:30:00 AM,17.843,87.263,,,,
7148,06/09/15 11:00:00 AM,18.366,85.588,,,,
7149,06/09/15 11:30:00 AM,18.913,83.733,,,,
7150,06/09/15 12:00:00 PM,19.460,80.764,,,,
7151,06/09/15 12:30:00 PM,20.793,73.194,,,,
7152,06/09/15 01:00:00 PM,21.795,70.728,,,,
7153,06/09/15 01:30:00 PM,22.800,64.989,,,,
7154,06/09/15 02:00:00 PM,22.417,63.416,,,,
7155,06/09/15 02:30:00 PM,22.298,66.521,,,,
7156,06/09/15 03:00:00 PM,23.857,62.166,,,,
7157,06/09/15 03:30:00 PM,25.210,54.131,,,,
7158,06/09/15 04:00:00 PM,24.823,56.643,,,,
7159,06/09/15 04:30:00 PM,24.677,56.497,,,,
7160,06/09/15 05:00:00 PM,24.557,57.101,,,,
7161,06/09/15 05:30:00 PM,24.171,57.385,,,,
7162,06/09/15 06:00:00 PM,23.713,58.769,,,,
7163,06/09/15 06:30:00 PM,22.489,62.701,,,,
7164,06/09/15 07:00:00 PM,22.058,62.751,,,,
7165,06/09/15 07:30:00 PM,20.674,65.820,,,,
7166,06/09/15 08:00:00 PM,19.413,69.024,,,,
7167,06/09/15 08:30:00 PM,18.010,71.470,,,,
7168,06/09/15 09:00:00 PM,16.892,75.347,,,,
7169,06/09/15 09:30:00 PM,16.249,77.585,,,,
7170,06/09/15 10:00:00 PM,15.748,79.656,,,,
7171,06/09/15 10:30:00 PM,15.318,81.112,,,,
7172,06/09/15 11:00:00 PM,14.936,81.852,,,,
7173,06/09/15 11:30:00 PM,14.505,83.910,,,,
7174,06/10/15 12:00:00 AM,14.122,85.874,,,,
7175,06/10/15 12:30:00 AM,14.026,87.217,,,,
7176,06/10/15 01:00:00 AM,13.858,86.696,,,,
7177,06/10/15 01:30:00 AM,13.618,87.173,,,,
7178,06/10/15 02:00:00 AM,13.233,87.932,,,,
7179,06/10/15 02:30:00 AM,13.040,88.679,,,,
7180,06/10/15 03:00:00 AM,13.040,89.260,,,,
7181,06/10/15 03:30:00 AM,12.654,90.607,,,,
7182,06/10/15 04:00:00 AM,12.944,91.385,,,,
7183,06/10/15 04:30:00 AM,13.233,88.673,,,,
7184,06/10/15 05:00:00 AM,12.485,91.243,,,,
7185,06/10/15 05:30:00 AM,12.534,91.360,,,,
7186,06/10/15 06:00:00 AM,12.389,91.063,,,,
7187,06/10/15 06:30:00 AM,12.654,92.351,,,,
7188,06/10/15 07:00:00 AM,13.233,94.155,,,,
7189,06/10/15 07:30:00 AM,14.266,93.205,,,,
7190,06/10/15 08:00:00 AM,15.270,88.850,,,,
7191,06/10/15 08:30:00 AM,16.987,81.728,,,,
7192,06/10/15 09:00:00 AM,18.343,78.051,,,,
7193,06/10/15 09:30:00 AM,20.126,71.729,,,,
7194,06/10/15 10:00:00 AM,20.770,68.802,,,,
7195,06/10/15 10:30:00 AM,21.581,67.319,,,,
7196,06/10/15 11:00:00 AM,23.160,62.964,,,,
7197,06/10/15 11:30:00 AM,24.388,58.626,,,,
7198,06/10/15 12:00:00 PM,25.428,55.231,,,,
7199,06/10/15 12:30:00 PM,26.182,52.910,,,,
7200,06/10/15 01:00:00 PM,27.579,49.106,,,,
7201,06/10/15 01:30:00 PM,28.543,48.842,,,,
7202,06/10/15 02:00:00 PM,29.815,44.699,,,,
7203,06/10/15 02:30:00 PM,29.840,43.057,,,,
7204,06/10/15 03:00:00 PM,29.515,43.020,,,,
7205,06/10/15 03:30:00 PM,29.315,43.162,,,,
7206,06/10/15 04:00:00 PM,28.990,43.422,,,,
7207,06/10/15 04:30:00 PM,28.990,41.708,,,,
7208,06/10/15 05:00:00 PM,27.974,43.797,,,,
7209,06/10/15 05:30:00 PM,27.505,44.690,,,,
7210,06/10/15 06:00:00 PM,26.720,46.351,,,,
7211,06/10/15 06:30:00 PM,25.501,48.005,,,,
7212,06/10/15 07:00:00 PM,24.750,50.304,,,,
7213,06/10/15 07:30:00 PM,23.689,52.754,,,,
7214,06/10/15 08:00:00 PM,22.609,56.097,,,,
7215,06/10/15 08:30:00 PM,21.604,59.423,,,,
7216,06/10/15 09:00:00 PM,20.460,62.004,,,,
7217,06/10/15 09:30:00 PM,19.484,64.839,,,,
7218,06/10/15 10:00:00 PM,18.723,67.165,,,,
7219,06/10/15 10:30:00 PM,18.033,68.683,,,,
7220,06/10/15 11:00:00 PM,17.320,71.136,,,,
7221,06/10/15 11:30:00 PM,16.606,73.754,,,,
7222,06/11/15 12:00:00 AM,15.986,75.701,,,,
7223,06/11/15 12:30:00 AM,15.270,77.548,,,,
7224,06/11/15 01:00:00 AM,14.457,79.406,,,,
7225,06/11/15 01:30:00 AM,14.002,82.027,,,,
7226,06/11/15 02:00:00 AM,13.738,83.057,,,,
7227,06/11/15 02:30:00 AM,13.473,83.647,,,,
7228,06/11/15 03:00:00 AM,12.944,85.490,,,,
7229,06/11/15 03:30:00 AM,12.751,86.807,,,,
7230,06/11/15 04:00:00 AM,12.485,87.168,,,,
7231,06/11/15 04:30:00 AM,12.219,87.396,,,,
7232,06/11/15 05:00:00 AM,12.098,88.765,,,,
7233,06/11/15 05:30:00 AM,12.001,88.531,,,,
7234,06/11/15 06:00:00 AM,11.904,90.342,,,,
7235,06/11/15 06:30:00 AM,12.025,90.528,,,,
7236,06/11/15 07:00:00 AM,12.340,92.634,,,,
7237,06/11/15 07:30:00 AM,13.425,93.223,,,,
7238,06/11/15 08:00:00 AM,14.721,89.460,,,,
7239,06/11/15 08:30:00 AM,16.534,83.142,,,,
7240,06/11/15 09:00:00 AM,18.033,76.261,,,,
7241,06/11/15 09:30:00 AM,20.531,67.488,,,,
7242,06/11/15 10:00:00 AM,21.604,65.414,,,,
7243,06/11/15 10:30:00 AM,22.465,62.637,,,,
7244,06/11/15 11:00:00 AM,24.098,58.581,,,,
7245,06/11/15 11:30:00 AM,25.283,53.669,,,,
7246,06/11/15 12:00:00 PM,26.646,49.916,,,,
7247,06/11/15 12:30:00 PM,28.245,45.137,,,,
7248,06/11/15 01:00:00 PM,30.117,39.805,,,,
7249,06/11/15 01:30:00 PM,31.204,36.630,,,,
7250,06/11/15 02:00:00 PM,31.842,35.643,,,,
7251,06/11/15 02:30:00 PM,32.433,35.292,,,,
7252,06/11/15 03:00:00 PM,32.278,31.524,,,,
7253,06/11/15 03:30:00 PM,32.949,30.343,,,,
7254,06/11/15 04:00:00 PM,33.339,29.235,,,,
7255,06/11/15 04:30:00 PM,33.365,28.232,,,,
7256,06/11/15 05:00:00 PM,32.639,30.489,,,,
7257,06/11/15 05:30:00 PM,31.561,32.353,,,,
7258,06/11/15 06:00:00 PM,30.167,35.417,,,,
7259,06/11/15 06:30:00 PM,27.702,39.982,,,,
7260,06/11/15 07:00:00 PM,26.451,43.067,,,,
7261,06/11/15 07:30:00 PM,25.380,45.380,,,,
7262,06/11/15 08:00:00 PM,23.472,48.706,,,,
7263,06/11/15 08:30:00 PM,21.366,54.302,,,,
7264,06/11/15 09:00:00 PM,19.413,59.990,,,,
7265,06/11/15 09:30:00 PM,18.033,64.144,,,,
7266,06/11/15 10:00:00 PM,16.630,69.211,,,,
7267,06/11/15 10:30:00 PM,15.819,72.171,,,,
7268,06/11/15 11:00:00 PM,15.270,73.432,,,,
7269,06/11/15 11:30:00 PM,14.816,75.406,,,,
7270,06/12/15 12:00:00 AM,14.409,76.921,,,,
7271,06/12/15 12:30:00 AM,13.810,79.156,,,,
7272,06/12/15 01:00:00 AM,13.377,80.356,,,,
7273,06/12/15 01:30:00 AM,13.016,81.562,,,,
7274,06/12/15 02:00:00 AM,12.582,83.498,,,,
7275,06/12/15 02:30:00 AM,12.316,86.304,,,,
7276,06/12/15 03:00:00 AM,11.904,86.605,,,,
7277,06/12/15 03:30:00 AM,11.467,87.954,,,,
7278,06/12/15 04:00:00 AM,11.175,89.638,,,,
7279,06/12/15 04:30:00 AM,10.785,89.541,,,,
7280,06/12/15 05:00:00 AM,10.834,94.601,,,,
7281,06/12/15 05:30:00 AM,10.467,91.664,,,,
7282,06/12/15 06:00:00 AM,10.149,93.810,,,,
7283,06/12/15 06:30:00 AM,10.001,93.313,,,,
7284,06/12/15 07:00:00 AM,10.247,95.813,,,,
7285,06/12/15 07:30:00 AM,11.078,96.894,,,,
7286,06/12/15 08:00:00 AM,12.074,96.100,,,,
7287,06/12/15 08:30:00 AM,12.775,93.830,,,,
7288,06/12/15 09:00:00 AM,13.978,89.886,,,,
7289,06/12/15 09:30:00 AM,15.557,82.840,,,,
7290,06/12/15 10:00:00 AM,16.558,79.413,,,,
7291,06/12/15 10:30:00 AM,17.796,75.985,,,,
7292,06/12/15 11:00:00 AM,19.460,70.028,,,,
7293,06/12/15 11:30:00 AM,20.865,64.568,,,,
7294,06/12/15 12:00:00 PM,23.016,58.908,,,,
7295,06/12/15 12:30:00 PM,24.484,53.305,,,,
7296,06/12/15 01:00:00 PM,26.036,49.100,,,,
7297,06/12/15 01:30:00 PM,26.280,49.516,,,,
7298,06/12/15 02:00:00 PM,26.549,48.331,,,,
7299,06/12/15 02:30:00 PM,26.231,48.772,,,,
7300,06/12/15 03:00:00 PM,26.134,48.888,,,,
7301,06/12/15 03:30:00 PM,25.768,48.617,,,,
7302,06/12/15 04:00:00 PM,24.677,49.626,,,,
7303,06/12/15 04:30:00 PM,23.088,53.924,,,,
7304,06/12/15 05:00:00 PM,22.082,56.793,,,,
7305,06/12/15 05:30:00 PM,20.936,59.746,,,,
7306,06/12/15 06:00:00 PM,20.507,59.952,,,,
7307,06/12/15 06:30:00 PM,19.936,61.586,,,,
7308,06/12/15 07:00:00 PM,18.628,65.107,,,,
7309,06/12/15 07:30:00 PM,17.391,68.536,,,,
7310,06/12/15 08:00:00 PM,16.177,72.727,,,,
7311,06/12/15 08:30:00 PM,15.079,76.837,,,,
7312,06/12/15 09:00:00 PM,14.074,81.140,,,,
7313,06/12/15 09:30:00 PM,13.233,84.025,,,,
7314,06/12/15 10:00:00 PM,12.461,88.142,,,,
7315,06/12/15 10:30:00 PM,11.904,91.875,,,,
7316,06/12/15 11:00:00 PM,11.807,93.064,,,,
7317,06/12/15 11:30:00 PM,11.783,93.828,,,,
7318,06/13/15 12:00:00 AM,11.370,94.717,,,,
7319,06/13/15 12:30:00 AM,11.127,96.504,,,,
7320,06/13/15 01:00:00 AM,11.029,96.427,,,,
7321,06/13/15 01:30:00 AM,11.029,96.654,,,,
7322,06/13/15 02:00:00 AM,10.687,97.090,,,,
7323,06/13/15 02:30:00 AM,10.443,97.474,,,,
7324,06/13/15 03:00:00 AM,10.345,98.297,,,,
7325,06/13/15 03:30:00 AM,10.296,98.308,,,,
7326,06/13/15 04:00:00 AM,10.296,98.656,,,,
7327,06/13/15 04:30:00 AM,10.296,98.830,,,,
7328,06/13/15 05:00:00 AM,10.320,99.086,,,,
7329,06/13/15 05:30:00 AM,10.247,98.916,,,,
7330,06/13/15 06:00:00 AM,10.173,99.144,,,,
7331,06/13/15 06:30:00 AM,10.100,99.321,,,,
7332,06/13/15 07:00:00 AM,10.075,98.918,,,,
7333,06/13/15 07:30:00 AM,10.026,98.855,,,,
7334,06/13/15 08:00:00 AM,10.198,99.200,,,,
7335,06/13/15 08:30:00 AM,10.443,98.971,,,,
7336,06/13/15 09:00:00 AM,10.907,98.502,,,,
7337,06/13/15 09:30:00 AM,11.321,97.212,,,,
7338,06/13/15 10:00:00 AM,11.953,96.549,,,,
7339,06/13/15 10:30:00 AM,12.485,93.677,,,,
7340,06/13/15 11:00:00 AM,13.522,89.773,,,,
7341,06/13/15 11:30:00 AM,15.151,81.102,,,,
7342,06/13/15 12:00:00 PM,17.034,73.867,,,,
7343,06/13/15 12:30:00 PM,18.580,66.313,,,,
7344,06/13/15 01:00:00 PM,20.222,59.389,,,,
7345,06/13/15 01:30:00 PM,21.151,59.077,,,,
7346,06/13/15 02:00:00 PM,21.294,57.229,,,,
7347,06/13/15 02:30:00 PM,21.772,53.394,,,,
7348,06/13/15 03:00:00 PM,21.795,52.929,,,,
7349,06/13/15 03:30:00 PM,22.274,51.993,,,,
7350,06/13/15 04:00:00 PM,22.034,52.837,,,,
7351,06/13/15 04:30:00 PM,21.724,53.169,,,,
7352,06/13/15 05:00:00 PM,20.984,55.239,,,,
7353,06/13/15 05:30:00 PM,19.984,58.590,,,,
7354,06/13/15 06:00:00 PM,19.175,60.919,,,,
7355,06/13/15 06:30:00 PM,18.081,65.072,,,,
7356,06/13/15 07:00:00 PM,16.892,68.882,,,,
7357,06/13/15 07:30:00 PM,15.605,72.757,,,,
7358,06/13/15 08:00:00 PM,14.505,76.382,,,,
7359,06/13/15 08:30:00 PM,13.281,80.719,,,,
7360,06/13/15 09:00:00 PM,12.389,83.534,,,,
7361,06/13/15 09:30:00 PM,11.759,84.999,,,,
7362,06/13/15 10:00:00 PM,11.175,86.139,,,,
7363,06/13/15 10:30:00 PM,10.541,88.541,,,,
7364,06/13/15 11:00:00 PM,10.198,89.422,,,,
7365,06/13/15 11:30:00 PM,9.829,90.651,,,,
7366,06/14/15 12:00:00 AM,9.485,91.131,,,,
7367,06/14/15 12:30:00 AM,9.731,93.319,,,,
7368,06/14/15 01:00:00 AM,9.780,95.285,,,,
7369,06/14/15 01:30:00 AM,9.731,96.529,,,,
7370,06/14/15 02:00:00 AM,9.854,96.938,,,,
7371,06/14/15 02:30:00 AM,9.805,97.849,,,,
7372,06/14/15 03:00:00 AM,9.756,97.835,,,,
7373,06/14/15 03:30:00 AM,9.682,98.288,,,,
7374,06/14/15 04:00:00 AM,9.632,98.894,,,,
7375,06/14/15 04:30:00 AM,9.854,99.253,,,,
7376,06/14/15 05:00:00 AM,10.026,98.283,,,,
7377,06/14/15 05:30:00 AM,9.928,98.554,,,,
7378,06/14/15 06:00:00 AM,10.026,98.457,,,,
7379,06/14/15 06:30:00 AM,10.247,97.846,,,,
7380,06/14/15 07:00:00 AM,10.516,97.620,,,,
7381,06/14/15 07:30:00 AM,10.785,97.267,,,,
7382,06/14/15 08:00:00 AM,11.127,96.125,,,,
7383,06/14/15 08:30:00 AM,11.565,94.437,,,,
7384,06/14/15 09:00:00 AM,12.195,91.118,,,,
7385,06/14/15 09:30:00 AM,13.064,88.156,,,,
7386,06/14/15 10:00:00 AM,14.098,84.440,,,,
7387,06/14/15 10:30:00 AM,15.342,79.624,,,,
7388,06/14/15 11:00:00 AM,16.677,74.281,,,,
7389,06/14/15 11:30:00 AM,17.867,70.487,,,,
7390,06/14/15 12:00:00 PM,18.961,66.292,,,,
7391,06/14/15 12:30:00 PM,20.627,60.123,,,,
7392,06/14/15 01:00:00 PM,22.417,54.328,,,,
7393,06/14/15 01:30:00 PM,23.352,48.627,,,,
7394,06/14/15 02:00:00 PM,24.388,48.472,,,,
7395,06/14/15 02:30:00 PM,25.040,46.275,,,,
7396,06/14/15 03:00:00 PM,24.895,46.741,,,,
7397,06/14/15 03:30:00 PM,25.550,44.882,,,,
7398,06/14/15 04:00:00 PM,25.720,44.351,,,,
7399,06/14/15 04:30:00 PM,25.598,44.564,,,,
7400,06/14/15 05:00:00 PM,24.823,45.765,,,,
7401,06/14/15 05:30:00 PM,23.905,48.027,,,,
7402,06/14/15 06:00:00 PM,22.992,50.799,,,,
7403,06/14/15 06:30:00 PM,22.011,53.303,,,,
7404,06/14/15 07:00:00 PM,20.746,56.777,,,,
7405,06/14/15 07:30:00 PM,19.032,61.559,,,,
7406,06/14/15 08:00:00 PM,17.653,65.796,,,,
7407,06/14/15 08:30:00 PM,16.463,69.383,,,,
7408,06/14/15 09:00:00 PM,15.318,72.273,,,,
7409,06/14/15 09:30:00 PM,14.361,75.791,,,,
7410,06/14/15 10:00:00 PM,13.690,78.605,,,,
7411,06/14/15 10:30:00 PM,13.209,80.237,,,,
7412,06/14/15 11:00:00 PM,12.630,82.020,,,,
7413,06/14/15 11:30:00 PM,12.025,83.586,,,,
7414,06/15/15 12:00:00 AM,11.589,86.317,,,,
7415,06/15/15 12:30:00 AM,11.321,86.333,,,,
7416,06/15/15 01:00:00 AM,10.932,87.482,,,,
7417,06/15/15 01:30:00 AM,10.663,89.693,,,,
7418,06/15/15 02:00:00 AM,10.247,89.356,,,,
7419,06/15/15 02:30:00 AM,9.952,90.760,,,,
7420,06/15/15 03:00:00 AM,9.977,91.436,,,,
7421,06/15/15 03:30:00 AM,9.509,91.625,,,,
7422,06/15/15 04:00:00 AM,9.015,91.114,,,,
7423,06/15/15 04:30:00 AM,8.817,92.368,,,,
7424,06/15/15 05:00:00 AM,8.643,91.941,,,,
7425,06/15/15 05:30:00 AM,8.344,92.144,,,,
7426,06/15/15 06:00:00 AM,8.319,93.559,,,,
7427,06/15/15 06:30:00 AM,8.469,94.179,,,,
7428,06/15/15 07:00:00 AM,9.139,95.792,,,,
7429,06/15/15 07:30:00 AM,9.977,96.118,,,,
7430,06/15/15 08:00:00 AM,10.785,96.311,,,,
7431,06/15/15 08:30:00 AM,12.195,91.144,,,,
7432,06/15/15 09:00:00 AM,14.050,77.849,,,,
7433,06/15/15 09:30:00 AM,15.891,72.099,,,,
7434,06/15/15 10:00:00 AM,17.249,66.343,,,,
7435,06/15/15 10:30:00 AM,18.628,63.142,,,,
7436,06/15/15 11:00:00 AM,20.388,61.086,,,,
7437,06/15/15 11:30:00 AM,21.891,55.991,,,,
7438,06/15/15 12:00:00 PM,23.088,50.528,,,,
7439,06/15/15 12:30:00 PM,24.098,45.839,,,,
7440,06/15/15 01:00:00 PM,25.720,45.065,,,,
7441,06/15/15 01:30:00 PM,26.304,42.200,,,,
7442,06/15/15 02:00:00 PM,27.382,38.690,,,,
7443,06/15/15 02:30:00 PM,28.122,35.895,,,,
7444,06/15/15 03:00:00 PM,28.444,35.389,,,,
7445,06/15/15 03:30:00 PM,28.394,35.485,,,,
7446,06/15/15 04:00:00 PM,27.974,36.885,,,,
7447,06/15/15 04:30:00 PM,27.825,35.632,,,,
7448,06/15/15 05:00:00 PM,27.554,34.029,,,,
7449,06/15/15 05:30:00 PM,27.628,35.613,,,,
7450,06/15/15 06:00:00 PM,27.112,35.597,,,,
7451,06/15/15 06:30:00 PM,25.987,40.689,,,,
7452,06/15/15 07:00:00 PM,24.726,44.752,,,,
7453,06/15/15 07:30:00 PM,22.800,49.508,,,,
7454,06/15/15 08:00:00 PM,21.223,53.067,,,,
7455,06/15/15 08:30:00 PM,19.460,58.539,,,,
7456,06/15/15 09:00:00 PM,17.891,61.702,,,,
7457,06/15/15 09:30:00 PM,16.868,65.392,,,,
7458,06/15/15 10:00:00 PM,16.368,67.679,,,,
7459,06/15/15 10:30:00 PM,15.915,68.788,,,,
7460,06/15/15 11:00:00 PM,15.223,70.679,,,,
7461,06/15/15 11:30:00 PM,14.960,73.342,,,,
7462,06/16/15 12:00:00 AM,14.409,73.233,,,,
7463,06/16/15 12:30:00 AM,13.810,75.734,,,,
7464,06/16/15 01:00:00 AM,13.425,76.883,,,,
7465,06/16/15 01:30:00 AM,12.920,79.405,,,,
7466,06/16/15 02:00:00 AM,12.799,80.366,,,,
7467,06/16/15 02:30:00 AM,12.171,82.486,,,,
7468,06/16/15 03:00:00 AM,11.419,83.393,,,,
7469,06/16/15 03:30:00 AM,10.932,84.245,,,,
7470,06/16/15 04:00:00 AM,10.149,86.292,,,,
7471,06/16/15 04:30:00 AM,10.271,87.427,,,,
