Plot ID,1346,,Sampler(s),"MK,MO,AC,KO",,,,,Date ,20180706,,,,,,,,
D2,TR,5145.6,,,HETARB,0,0,0,0,0,,,,2.09,,,0,
D2,TS,5145.7,,,HETARB,0,0,0,0,0,,,,,,,0,DEAD AND GONE
D1,TR,5136,,,QUEAGR,0,1,0,0,0,,,,2.55,121.4,11,0,
D1,TR,5136.1,,,QUEAGR,0,0,0,0,0,,,,1.16,,,0,
D1,SA,5151,,,CERBET,0,1,,,,,,,0.62,55.1,1,0,OG DEAD
D1,SA,5648,478,245,AMOCAL,1,0,,,,121.2,0.74,0,,,,0,NEW SA
D1,SA,5153,,,HETARB,0,0,,,,,1.1,0,,,,1,TAG RECOVERED
D1,TR,5146,,,HETARB,0,1,0,0,0,,,,4.51,93.5,12,0,
D1,TR,5146.1,,,HETARB,0,0,0,0,0,,,,1.77,,,0,
D1,TR,5146.2,,,HETARB,0,0,0,0,0,,,,1.67,,,0,
D1,TR,5146.3,,,HETARB,0,0,0,0,0,,,,2.38,,,0,
D1,TR,5146.4,,,HETARB,0,0,0,0,0,,,,1.53,,,0,
D1,TS,5146.5,,,HETARB,0,0,,,,,,,,,,0,DEAD AND GONE
D1,SA,5149,,,CERBET,0,1,,,,,1.44,0,,64,1,0,OG DEAD 
D1,SA,5150,,,CERBET,0,1,,,,,0.82,0,,40.6,0,0,OG DEAD 
D1,SA,5147,,,CERBET,0,1,,,,,0.98,0,,42.8,0,0,
D1,SA,5148,,,CERBET,0,1,,,,,0.35,0,,23.7,0,0,
D1,TR,5152,,,HETARB,0,1,0,0,0,,,,2.36,61.8,1,0,
D1,TR,5152.1,,,HETARB,0,0,0,0,0,,,,1.84,,,0,
A4,TR,5100,,,QUEGAR,1,0,0,1,3,,,,22.6,,6,0,OG DEAD
A4,SA,5097,,,AMOCAL,0,1,,,,,1.51,0,,115,1,0,NEW SA/ OG DEAD
A4,SA,5614,300,96,AMOCAL,0,1,,,,,0.95,1,,107.5,7,0,
B2,TR,5104,,,ADEFAS,0,1,0,0,0,,,,2,66,1,0,
B2,TR,5104.1,,,ADEFAS,0,0,0,0,0,,,,1.69,,0,0,
B2,TR,5104.2,,,ADEFAS,0,0,0,0,0,,,,1.83,,5,0,
B2,TR,5104.3,,,ADEFAS,0,1,0,0,0,,,,1.26,62.5,1,0,
B2,TR,5104.4,,,ADEFAS,0,0,0,0,0,,1.34,0,1.12,,,0,NOW A DEAD TR
A4,TR,5080,,,AMOCAL,0,1,0,0,0,,2.45,0,1.7,118.5,20,0,OG DEAD
A4,TR,5080.1,,,AMOCAL,0,0,0,0,0,,,,,,,0,DEAD/GONE
A4,TR,5080.2,,,AMOCAL,0,1,0,0,0,,3,0,,116.5,8,0,"DEAD, MOSTLY GONE"
A4,TR,5080.3,,,AMOCAL,0,1,0,0,0,,,,1.75,149.8,10,0,OG DEAD
A4,TR,5080.4,,,AMOCAL,0,1,0,0,0,,,,1.38,119.2,5,0,OG DEAD
A4,TS,5080.5,,,AMOCAL,0,0,,,,,,,,,,0,DEAD/GONE
A4,SA,5098,,,HETARB,0,1,,,,,1.5,4,,68.7,5,0,ALL OG STEMS DEAD
A4,SA,5617,320,460,AMOCAL,1,0,,,,93.5,0.24,6,,,,0,NEW SA
A4,SA,5102,,,AMOCAL,1,1,,,,,,0,,,,0,"DEAD AND GONE , TAG NOT FOUND"
A3,TR,5061,,,UMBCAL,1,1,1,1,3,,,,18.7,131.7,24,0,
A3,TR,5061.1,,,UMBCAL,1,0,1,1,2,,,,10.9,,,0,
A3,TR,5062,,,UMBCAL,1,1,1,1,4,,,,25.1,98.4,9,0,
A3,TR,5063,,,UMBCAL,1,0,1,1,3,,,,20,,,0,
A3,TR,5064,,,UMBCAL,1,1,1,1,4,,,,20.1,61.8,1,0,
A3,TR,5064.1,,,UMBCAL,0,0,0,0,0,,,,2.5,,,0,
A3,TR,5065,,,UMBCAL,1,1,1,1,3,,,,22.3,119.8,18,0,
A3,TR,5060,,,AMOCAL,0,0,0,0,0,,,,,,,0,"DEAD AND GONE , TAG NOT FOUND"
A3,SA,5616,180,42,UMBCAL,0,1,,,,,0.73,0,,33.4,0,0,"NEW SA, OG DEAD"
A3,TR,5066,,,QUEGAR,1,0,0,1,4,,,,26,,,0,
B4,SA,5115,,,AMOCAL,0,1,,,,,2.67,0,,100.6,13,0,OG DEAD
B4,SA,5114,,,AMOCAL,0,1,,,,,,,,90.5,2,0,OG DEAD AND GONE
B4,SA,5081,,,AMOCAL,0,1,,,,,,,,93.7,8,0,OG DEAD AND GONE
B4,SA,5113,,,AMOCAL,0,1,,,,,0.93,2,,91.5,3,0,OG DEAD
B4,SA,5615,420,88,AMOCAL,0,1,,,,,0.77,0,,55.2,1,0,NEW SA OG DEAD
B4,SA,5633,435,240,AMOCAL,0,1,,,,,1.5,1,,67.8,3,0,NEW SA OG DEAD
B4,SA,5630,395,340,AMOCAL,0,1,,,,,1.7,0,,87,4,0,NEW SA OG DEAD
B4,SA,5628,250,430,AMOCAL,0,1,,,,,,0,,59.1,3,0,NEW SA OG DEAD
B4,SA,5629,245,340,AMOCAL,0,1,,,,,,1,,62.4,1,0,NEW SA OG DEAD
B4,SA,5631,265,320,AMOCAL,0,1,,,,,,0,,59.4,3,0,NEW SA OG DEAD
B3,TR,5118,,,QUEGAR,1,0,1,1,4,,,,22,,,0,
B3,TR,5067,,,QUEGAR,1,0,1,1,3,,,,24.2,,,0,
B3,SA,5068,,,HETARB,0,1,,,,,0.91,0,,43.2,0,0,OG DEAD
B3,SA,5116,,,AMOCAL,0,1,,,,,0.98,0,,125.6,15,0,OG DEAD
B3,SA,5117,,,AMOCAL,0,1,,,,,,,,129.5,18,0,OG DEAD AD GONE
B2,TR,5119,,,QUEKEL,0,0,0,0,0,,,,,,,0,DEAD AND GONE TAG NOT FOUND
B2,SA,5069,-55,419,HETARB,0,1,,,,,1.78,0,,,,0,TAG REPLACED 
B2,TR,5070,,,AMOCAL,0,1,0,0,0,,1.7,0,1.2,157.5,6,0,OG DEAD 
B2,SA,5070.1,,,AMOCAL,0,1,,,,,1.58,0,,127.4,4,0,
B2,TR,5086,,,AMOCAL,0,1,0,0,0,,,,,148.5,21,0,OG DEAD AND GONE 
B2,TS,5086.1,,,AMOCAL,0,0,,,,,2.23,0,,,,0,OG DEAD 
B2,SA,5120,,,AMOCAL,0,0,,,,,,,,,,1,DEAD AND GONE TAG RECOVERED
B2,SA,5122,,,UMBCAL,0,0,,,,,,,,,,1,DEAD AND GONE TAG RECOVERED
A2,SA,5094,,,AMOCAL,0,0,,,,,,,,,,1,DEAD AND GONE TAG RECOVERED
A2,SA,5073,,,AMOCAL,0,0,,,,,,,,,,1,DEAD AND GONE TAG RECOVERED
A2,SA,5075,,,AMOCAL,0,0,,,,,,,,,,1,DEAD AND GONE TAG RECOVERED
A2,SA,5074,,,UMBCAL,0,0,,,,,,,,,,1,DEAD AND GONE TAG RECOVERED
A2,TR,5077,,,AMOCAL,0,0,0,0,0,,,,,,,1,OG DEAD AND GONE
A2,TS,5077.1,,,AMOCAL,0,1,,,,,1.83,0,,131,5,0,
A2,TR,5071,,,QUEGAR,1,0,1,1,1,,,,20,,,0,
A2,SA,5079,,,AMOCAL,0,1,,,,,,,,68,1,0,og dead and gone
A2,SA,5072,,,AMOCAL,0,0,,,,,,,,,,1,dead and gone 
A2,SA,5076,,,AMOCAL,0,1,,,,,,,,72.4,2,0,OG DEAD AND GONE 
A2,SA,5632,230,470,AMOCAL,1,0,,,,96.3,0.45,6,,,,0,NEW SA
A2,SA,5637,260,-85,AMOCAL,1,0,,,,75.1,0.35,3,,,,0,NEW SA
A2,SA,5635,-180,-120,AMOCAL,1,0,,,,62.9,0.45,6,,,,0,NEW SA
A2,SA,5636,310,440,AMOCAL,1,0,,,,86.9,0.49,2,,,,0,NEW SA
A2,SA,5634,-120,-240,AMOCAL,0,1,,,,,1.4,0,,83.2,3,0,NEW SA OG DEAD
A2,SA,5638,-170,-290,AMOCAL,0,1,,,,,1.8,0,,141,9,0,NEW SA OG DEAD
A2,SA,5078,,,AMOCAL,0,1,,,,,1.92,0,,100.2,2,0,OG DEAD AND GONE 
A2,SA,5095,,,AMOCAL,0,0,,,,,,,,,,1,DEad and gone 
A2,SA,5639,168,190,AMOCAL,1,0,,,,158.4,0.86,4,,,,0,NEW SA
A2,SA,5640,155,250,AMOCAL,1,0,,,,127.6,0.64,5,,,,0,NEW SA
A2,TR,5059,,,QUEKEL,1,0,1,1,3,,,,23.4,,,0,CONFIRM quekel not quegar 
A2,TR,5059.1,,,QUEKEL,1,0,1,1,3,,,,20.5,,,0,CONFIRM quekel not quegar 
A2,SA,5099,,,QUEKEL,1,0,,,,97.3,0.3,9,,,,0,CONFIRM quekel not quegar 
A2,SA,5096,,,AMOCAL,0,1,,,,,5.2,1,,134.4,6,0,og dead 
A2,SA,5090,,,AMOCAL,0,1,,,,,0.8,0,,168.5,12,0,og dead 
A1,TR,5000,,,ADEFAS,0,1,0,0,0,,,,0.9,62,8,0,
A1,TR,5000.1,,,ADEFAS,0,0,0,0,0,,,,0.94,,,0,
A1,TR,5000.2,,,ADEFAS,0,0,0,0,0,,,,1.1,,,0,
