Plot ID,1320,,Sampler(s),"MO, GH",,,,,Date ,20190719,,,,,,,,,
B1,SA,4631,,,UMBCAL,0,0,,,,NA,NA,NA,,,,1,,SAME AS 5982
B1,SA,5982,,,UMBCAL,1,0,,,,84.7,1.13,9,,,,,,BD OF BSPRT
B1,TR,4664,,,FRACAL,0,1,0,0,0,,,,NA,122,15,,,
B1,SA,4665,54,50,UMBCAL,1,0,,,,77.3,0.75,3,,,,,,BD OF BSPRT
B1,TR,5983,,,FRACAL,1,0,0,1,5,,2.08,,1,,,,,NEW TREE
B1,TS,5983.1,,,FRACAL,1,0,,,,248.1,1.93,0,,,,,,
B1,TS,5983.2,,,FRACAL,1,0,,,,238,1.59,0,,,,,,
B1,TR,4632,,,HETARB,0,0,0,0,0,,,,NA,,,,,
B1,TR,4632.1,,,HETARB,0,1,0,0,0,,,,NA,214,8,,,
B1,TR,4632.2,,,HETARB,0,1,0,0,0,,,,NA,182,8,,,
B1,TR,4632.3,,,HETARB,0,0,0,0,0,,,,NA,,,1,,
B1,TR,4632.4,,,HETARB,0,0,0,0,0,NA,NA,,,,,1,,
B1,TR,4656,,,HETARB,0,0,0,0,0,,,,NA,,,,,
B1,SA,4660,,,FRACAL,0,0,,,,NA,NA,NA,,,,,,GONE
B1,SA,4743,,,ARBMEN,0,0,,,,NA,NA,NA,,,,,,GONE
B1,TR,4661,,,HETARB,0,1,0,0,0,,,,NA,129.3,5,,,ONLY RESPROUT LEFT
B1,TR,4661.1,,,HETARB,0,0,0,0,0,,,,NA,,,,,GONE
B1,TR,4661.2,,,HETARB,0,0,0,0,0,,,,NA,,,,,GONE
B2,TR,4649,,,QUEAGRI,0,1,0,0,0,,,,NA,55,10,,,was typo 4645- mkqc2022
B2,TR,4613,,,HETARB,0,1,0,0,0,,,,NA,102.9,7,,,
B2,TR,4653,,,HETARB,0,1,0,0,0,,,,NA,125.9,4,,,
B2,TS,4653.1,,,HETARB,0,1,0,0,0,NA,NA,NA,,153.2,16,,,
B2,TR,4651,,,HETARB,0,1,0,0,0,,,,NA,NA,0,,,
B2,TR,4651.1,,,HETARB,0,0,0,0,0,,,,NA,,,1,,
B2,TR,4651.2,,,HETARB,0,0,0,0,0,,,,NA,,,1,,
B2,TS,4651.3,,,HETARB,0,0,,,,NA,NA,NA,,,,1,,
B2,SA,4647,,,HETARB,0,0,,,,NA,NA,NA,,,,1,,
B2,SA,4665,,,FRACAL,0,0,,,,NA,NA,NA,,,,,,NOT FOUND
B2,SA,6487,320,445,BACPIL,1,0,,,,94.5,0.98,3,,,,,,NEW SA
B3,TR,4605,,,PSEMEN,1,0,1,1,3,,,,32.6,,,,,GIRDLED *
B3,SA,5981,,,FRACAL,1,0,,,,93.6,0.99,1,,,,,,
B3,SA,4603,,,UMBCAL,0,0,,,,NA,NA,NA,,,,1,,
B4,TR,4557,,,HETARB,0,1,0,0,0,,,,NA,127.6,12,,,
B4,TR,4557.1,,,HETARB,0,0,0,0,0,,,,NA,,,1,,
B4,TS,4557.2,,,HETARB,0,0,,,,NA,NA,NA,,,,1,,
B4,TR,4742,,,HETARB,0,1,0,0,0,,,,NA,138.1,9,,,
B4,TR,4742.1,,,HETARB,0,0,0,0,0,,,,NA,,,1,,
B4,TR,4742.2,,,HETARB,0,0,0,0,0,,,,NA,,,1,,
B4,TR,4742.3,,,HETARB,0,0,0,0,0,,,,NA,,,1,,
B4,SA,4554,,,HETARB,0,0,,,,NA,NA,NA,,,,1,,
B4,TR,4553,,,UMBCAL,0,0,0,0,0,,,,NA,,,1,,
B4,SA,4637,,,HETARB,0,0,,,,NA,NA,NA,,,,1,,
B4,TR,4555,,,HETARB,0,1,0,0,0,,,,NA,175.7,23,,,
B4,TR,4555.1,,,HETARB,0,0,0,0,0,,,,NA,,,1,,
B4,TR,4555.2,,,HETARB,0,0,0,0,0,,,,NA,,,1,,
B4,TR,4555.3,,,HETARB,0,0,0,0,0,,,,NA,,,1,,
B4,TS,4555.4,,,HETARB,0,0,,,,NA,NA,,,,,1,,
B4,TR,4638,,,UMBCAL,0,1,0,0,0,,,,NA,323.6,31,,,
B4,TR,4638.1,,,UMBCAL,0,0,0,0,0,,,,NA,,,,,
B4,TR,4559,,,HETARB,0,1,0,0,0,,,,NA,163.9,31,,,
B4,TR,4559.1,,,HETARB,0,0,0,0,0,,,,NA,,,1,,
B4,TR,4559.2,,,HETARB,0,0,0,0,0,,,,NA,,,1,,
B4,TR,4559.3,,,HETARB,0,0,0,0,0,,,,NA,,,,,NOT FOUND
B4,TR,4719,,,HETARB,0,1,0,0,0,,,,NA,158.6,22,,,
B4,TR,4719.1,,,HETARB,0,0,0,0,0,,,,NA,,,1,,
B4,TR,4719.2,,,HETARB,0,0,0,0,0,,,,NA,,,1,,
B4,TR,4719.3,,,HETARB,0,0,0,0,0,,,,NA,,,1,,
B4,TR,4551,,,FRACAL,0,0,0,0,0,,,,NA,,,1,,
B4,SA,4633,,,UMBCAL,0,1,,,,NA,0.39,0,,38.5,,,,BD OF BSPRT/ NO SOD
B4,SA,4550,,,HETARB,0,0,,,,NA,NA,NA,,,,,,NOT FOUND
B4,SA,4720,,,HETARB,0,0,,,,NA,NA,NA,,,,1,,
A4,TR,4576,,,ARBMEN,0,0,0,0,0,,,,NA,,,1,,
A4,TS,4576.1,,,ARBMEN,0,0,,,,NA,NA,NA,,,,1,,
A4,TR,4577,,,PSEMEN,1,0,0,1,5,,,,115.8,,,,,
A4,TR,4569,,,QUAGRI,1,0,1,1,3,,,,31.8,,,,,
A4,TR,4575,,,ARBMEN,0,0,0,0,0,,,,NA,,,1,,
A4,TR,4571,,,HETARB,0,0,0,0,0,,,,NA,,,1,,
A4,TS,4571.1,,,HETARB,0,0,,,,NA,NA,NA,,,,1,,
A4,SA,4574,,,HETARB,0,0,,,,NA,NA,NA,,,,1,,
A4,SA,5984,,,HETARB,1,0,,,,76.9,0.46,1,,,,,,BD OF BSPRT
A4,SA,4582,,,UMBCAL,0,0,,,,NA,NA,NA,,,,1,,
A4,SA,4561,,,UMBCAL,0,0,,,,NA,NA,NA,,,,,,NOT FOUND
A3,TR,4545,,,QUEAGRI,0,1,0,0,0,,,,26.8,87.3,7,,,
A3,SA,5985,,,HETARB,1,0,,,,50.7,0.46,12,,,,,,BD OF BSPRT
A3,TR,4547,,,UMBCAL,0,0,0,0,0,,,,NA,,,1,,
A3,TR,4548,,,ARBMEN,0,1,0,0,0,,,,NA,192.8,8,,,
A3,TR,4549,,,HETARB,0,1,0,0,0,,,,NA,178.2,19,,,
A3,TR,4549.1,,,HETARB,0,0,0,0,0,,,,NA,,,1,,
A3,TR,4549.2,,,HETARB,0,0,0,0,0,,,,NA,,,1,,
A3,TR,4549.3,,,HETARB,0,0,0,0,0,,,,NA,,,1,,
A3,TS,4549.4,,,HETARB,0,0,,,,NA,NA,NA,,,,1,,
A3,SA,4542,90,500,FRACAL,0,1,,,,102.3,0.99,9,,,,,,BD OF BSPRT/ NOT ON LIST
A3,TR,4568,,,HETARB,0,0,0,0,0,,,,NA,,,,,GONE/ NOT FOUND
A3,TR,4568.1,,,HETARB,0,0,0,0,0,,,,NA,,,,,GONE/ NOT FOUND
A3,TS,4568.2,,,HETARB,0,0,,,,NA,NA,,,,,,,GONE/ NOT FOUND
A3,SA,4609,,,HETARB,0,0,,,,NA,NA,NA,,,,,,GONE/ NOT FOUND
A3,SA,4610,,,UMBCAL,0,0,,,,NA,NA,NA,,,,,,GONE/ NOT FOUND
A3,SA,6488,97,186,QUEGAR,1,0,,,,59.2,0.67,0,,,,,,NEW SA
A3,SA,6489,87,196,QUEGAR,1,0,,,,92.7,1.04,0,,,,,,NEW SA
A3,SA,6490,91,166,QUEGAR,1,0,,,,95,1.05,3,,,,,,NEW SA
A2,TR,4544,,,HETARB,0,1,0,0,0,,,,,138,24,,,
A2,TR,4544.1,,,HETARB,0,0,0,0,0,,,,NA,,,1,,
A2,TR,4544.2,,,HETARB,0,0,0,0,0,,,,NA,,,1,,
A2,TR,4544.3,,,HETARB,0,0,0,0,0,,,,NA,,,1,,
A2,TS,4544.4,,,HETARB,0,0,,,,NA,NA,,,,,,,TAG NOT FOUND
A2,TR,4544.5,,,HETARB,0,0,0,0,0,,,,NA,,,,,TAG NOT FOUND
A2,TR,4541,,,QUEGAR,1,1,1,1,4,,,,39,,,,,
A2,SA,4538,,,UMBCAL,1,0,,,,103.4,0.86,8,,,,,,BD OF BSPRT
A2,SA,5986,,,FRACAL,,,,,,116,0.78,4,,,,,,BD OF BSPRT
A2,TR,4535,,,FRACAL,0,0,0,0,0,,,,NA,,,1,,
A2,TR,4534,,,UMBCAL,0,1,0,0,0,,,,,213.4,4,,,
A2,TR,4536,,,QUEAGRI,0,1,0,0,0,,,,,126.2,1,,,
A2,TR,4536.1,,,QUEAGRI,0,1,0,0,0,,,,,61.9,2,,,
A2,SA,4537,,,AMOCAL,1,0,,,,171.6,0.96,0,,,,,,BD OF BSPRT
A2,SA,4533,,,FRACAL,1,0,,,,183.5,1.14,17,,,,,,BD OF BSPRT
A2,TR,4546,,,HETARB,0,1,0,0,0,,,,NA,102.7,9,,,
A2,TR,4546.1,,,HETARB,0,0,0,0,0,,,,NA,,,1,,
A2,TR,4546.2,,,HETARB,0,0,0,0,0,,,,NA,,,1,,
A2,TR,4546.3,,,HETARB,0,1,0,0,0,,,,NA,88.4,3,,,
A2,TS,4546.4,,,HETARB,0,1,,,,NA,NA,,,77.6,6,,,
A2,SA,4532,,,FRACAL,1,0,0,0,0,84.8,0.36,0,NA,,,,,BD OF BSPRT
A2,TR,4529,,,HETARB,0,1,0,0,0,,,,NA,173.5,17,,,
A2,TR,4529.1,,,HETARB,0,0,0,0,0,,,,NA,,,1,,
A2,TR,4529.2,,,HETARB,0,1,0,0,0,,,,NA,126.2,15,,,
A2,TR,4529.3,,,HETARB,0,0,0,0,0,,,,NA,,,1,,
A2,TR,4529.4,,,HETARB,0,0,0,0,0,,,,NA,,,1,,
A2,TS,4529.5,,,HETARB,0,1,,,,NA,NA,,,127.8,5,,,
A2,SA,4530,,,UMBCAL,0,0,,,,NA,NA,NA,,,,,,TAG NOT FOUND
A1,SA,4520,,,UMBCAL,1,0,,,,95.2,1.12,2,,,,,,BD OF BSPRT
A1,TR,4515,,,HETARB,0,1,0,0,0,,,,NA,114.4,2,,,
A1,TR,4517,,,HETARB,0,1,0,0,0,,,,NA,180,19,,,
A1,TS,4517.1,,,HETARB,0,0,,,,NA,NA,,,,,1,,
A1,TR,4512,,,HETARB,0,1,0,0,0,,,,NA,205.8,8,,,
A1,TR,4512.1,,,HETARB,0,1,0,0,0,,,,NA,NA,0,,,
A1,TR,4513,,,ARBMEN,0,1,0,0,0,,,,,193.8,5,,,
A1,TR,4514,,,FRACAL,0,1,0,0,0,,,,,278.7,7,,,
A1,TS,4514.1,,,FRACAL,0,0,,,,NA,NA,,,,,1,,
A1,TR,4511,,,UMBCAL,0,1,0,0,0,,,,NA,256,14,,,
A1,TR,4509,,,QUEGAR,1,1,0,1,4,,,,27.3,105.5,4,,,
A1,SA,4518,,,FRACAL,0,0,,,,NA,NA,NA,,,,,,TAG NOT FOUND
A1,SA,4519,,,HETARB,0,0,,,,NA,NA,NA,,,,,,TAG NOT FOUND
A1,SA,4510,,,UMBCAL,1,0,,,,102.2,0.84,3,,,,,,BD OF BSPRT
A1,SA,4528,,,FRACAL,0,0,,,,NA,,NA,,,,,,TAG NOT FOUND
A1,SA,4622,,,FRACAL,0,0,,,,NA,NA,NA,,,,,,TAG NOT FOUND
A1,SA,4508,,,UMBCAL,0,0,,,,NA,NA,NA,,,,1,,
A1,TR,4527,,,AMOCAL,0,1,0,0,0,,,,NA,185.6,3,,,
A1,TR,4527.2,,,AMOCAL,0,0,0,0,0,,,,NA,,,,,TAG NOT FOUND
A1,SA,5959,,,FRACAL,0,0,,,,NA,NA,NA,,,,,,TAG NOT FOUND
A1,SA,4525,,,AMOCAL,1,0,,,,214,1.09,13,,,,,,BD OF BSPRT
A1,SA,6491,116,222,FRACAL,1,0,,,,59,0.37,1,,,,,,
A1,TR,6492,223,0,FRACAL,0,1,0,0,0,,,,1.07,179.4,4,,,
