Plot ID,1335,,Sampler(s),"MO, MF",,,,,Date ,20190712,,,,,,,,,
A2,SA,6433,280,130,UMBCAL,1,0,,,,61.4,0.83,,,,,,,OG DEAD/ BD OF BSPRT/ NEW SA
A2,SA,6434,123,305,UMBCAL,1,0,,,,50.8,0.51,,,,,,,OG DEAD/ BD OF BSPRT/ NEW SA
A3,TR,2545,,,QUEGAR,1,1,0,1,4,,,,39.7,,0,,,
A3,SA,5596,,,UMBCAL,1,0,,,,44.6,0.47,,,,,,,BD OF BSPRT
A3,SA,5739,,,UMBCAL,1,0,,,,46,0.37,,,,,,,BD OF BSPRT
A3,SA,5740,,,UMBCAL,1,0,,,,83,0.62,2,,,,,,BD OF BSPRT
B3,TR,2566,,,QUEGAR,1,1,1,1,4,,,,39.7,,0,,,
B3,SA,5728,,,UMBCAL,1,0,,,,68.7,0.64,3,,,,,,BD OF BSPRT
B3,SA,5729,,,UMBCAL,1,0,,,,45.2,0.55,,,,,,,BD OF BSPRT
B3,SA,5730,,,UMBCAL,1,0,,,,50.2,0.61,3,,,,,,BD OF BSPRT
B3,SA,5731,,,UMBCAL,1,0,,,,51.5,0.63,1,,,,,,BD OF BSPRT
B3,TR,2568,,,QUEGAR,1,0,0,1,4,,,,25.1,,,,,
C3,SA,5752,,,UMBCAL,1,0,,,,51.4,0.38,0,,,,,,BD OF BSPRT
C3,SA,5751,,,UMBCAL,1,0,,,,85.8,0.72,1,,,,,,BD OF BSPRT
D3,SA,2586,,,UMBCAL,1,0,,,,59.8,0.55,1,,,,,,BD OF BSPRT
D3,SA,2593,,,UMBCAL,1,0,,,,51,0.57,3,,,,,,BD OF BSPRT
D3,SA,5750,,,UMBCAL,1,0,,,,47.5,0.46,0,,,,,,BD OF BSPRT
D3,SA,5749,,,UMBCAL,1,0,,,,49,0.49,0,,,,,,BD OF BSPRT
D3,TR,2587,,,QUEGAR,1,0,1,1,4,,,,42.9,,,,,
D4,TR,2584,,,QUEGAR,1,0,1,1,4,,,,44.7,,,,,
D4,SA,5748,,,UMBCAL,1,0,,,,41.8,0.34,,,,,,,BD OF BSPRT
D4,SA,5747,,,UMBCAL,1,0,,,,59,0.5,0,,,,,,BD OF BSPRT
D4,SA,5746,,,UMBCAL,1,0,,,,60.1,0.73,0,,,,,,
C4,TR,2583,,,QUEGAR,1,1,1,1,4,,,,35.3,,0,,,
C4,TR,2582,,,QUEGAR,1,0,0,1,4,,,,31.8,,,,,
C4,SA,5745,,,UMBCAL,1,0,,,,6.4,NA,,,,,,,TOO SHORT FOR BD
B4,SA,5743,,,UMBCAL,1,0,,,,41,0.3,,,,,,,BD OF BSPRT
B4,SA,5744,,,UMBCAL,1,0,,,,58.1,0.71,0,,,,,,BD OF BSPRT
B4,SA,6435,95,205,UMBCAL,1,0,,,,66.5,0.56,,,,,,,BD OF BSPRT = .56/ BD of OG =0.89
A4,SA,2565,,,PSEMEN,0,0,,,,,NA,,,,,1,,
A4,SA,5742,,,UMBCAL,1,0,,,,51.7,0.6,1,,,,,,BD OF BSPRT
A4,SA,5741,,,UMBCAL,1,0,,,,32.2,0.48,,,,,,,BD OF BSPRT
A4,SA,2564,,,UMBCAL,1,0,,,,50.8,0.67,1,,,,,,BD OF BSPRT
