,Plot ID,1326,,Sampler(s),"MO, GH, MF",,,,,Date ,20190710,,,,,,,,,
76,C2,SA,3637,,,UMBCAL,0,0,,,,NA,NA,NA,,,,,,TAG NOT FOUND
77,C3,TR,3655,,,PSEMEN,0,0,0,0,0,,,,NA,,,,,
78,C3,TR,3656,,,PSEMEN,1,0,0,1,2,,,,13.7,,,,,
79,C3,SA,3658,475,360,UMBCAL,0,0,,,,NA,NA,NA,,,,,,
80,D3,TR,3695,,,PSEMEN,0,0,0,0,0,,,,NA,,,,,
81,D3,TR,3696,,,ARBMEN,1,1,0,1,1,,,,35,87.5,4,,,3696/3694 SAME TREE
82,D3,TR,3694,,,ARBMEN,1,1,0,1,4,,,,40.5,93.5,2,,,3696/3694 SAME TREE
83,D3,SA,3675,,,UMBCAL,0,0,,,,NA,NA,NA,,,,,,
84,D3,SA,3650,,,UMBCAL,0,0,,,,NA,NA,NA,,,,1,,
85,A2,TR,3515,,,PSEMEN,1,0,0,1,2,,,,1.75,,,,,
86,A2,SA,5650,,,UMBCAL,1,0,,,1,69.4,0.68,1,,,,,1,
87,A2,SA,3516,,,UMBCAL,1,0,,,,117,1.12,1,,,,,1,
88,A2,SA,5651,,,UMBCAL,1,0,,,,61.1,0.61,2,,,,,1,
89,A2,SA,5649,,,UMBCAL,1,0,,,,70.5,0.45,1,,,,,1,
90,A2,SA,3519,,,UMBCAL,1,0,,,,144.5,1.54,0,,,,,1,
91,A2,SA,5641,,,UMBCAL,1,0,,,,57.2,0.45,5,,,,,1,
92,A2,SA,3518,,,UMBCAL,0,0,,,,NA,NA,NA,,,,,,
93,A2,SA,3520,,,UMBCAL,1,0,,,,64,0.5,4,,,,,,BD OF BSPT
94,A2,SA,5642,,,UMBCAL,0,1,,,,NA,0.34,0,,44.6,,,,BD OF BSPT
95,A2,SA,3521,,,UMBCAL,0,0,,,,NA,NA,NA,,,,1,,GONE
96,A2,SA,5644,,,UMBCAL,1,0,,,,89.1,0.93,0,,,,,1,
97,A2,TR,3522,,,PSEMEN,1,0,0,1,2,,,,16.2,,,,,
98,A3,TR,3523,,,QUEGAR,1,0,0,1,3,,,,20.1,,,,,
99,A3,SA,3527,,,UMBCAL,1,0,,,,,,,,,,,,OG DEAD
100,A3,TR,3526,,,UMBCAL,0,1,0,0,0,,,,NA,139.3,7,,,
101,A3,SA,3524,,,UMBCAL,1,0,,,,86.2,0.86,0,,,,,1,
102,A3,SA,5664,,,UMBCAL,1,0,,,,85.2,0.88,0,,,,,1,
103,A3,SA,5663,,,UMBCAL,1,0,,,,67.4,0.63,1,,,,,1,
104,A4,SA,3529,,,UMBCAL,0,1,,,,NA,0.92,0,,44.4,,,,
105,A4,SA,3528,,,UMBCAL,0,1,,,,67.5,0.43,3,,,,,,BD OF BSPT
106,B2,SA,5652,,,UMBCAL,0,1,,,,NA,0.42,0,,39.8,,,,"BD OF BSPT, OG DEAD"
107,B2,TR,3572,,,PSEMEN,0,0,0,0,0,,,,,NA,,,,
108,B2,TR,3573,,,PSEMEN,0,0,0,0,0,,,,,NA,,,,
109,A4,SA,2532,,,UMBCAL,0,0,,,,NA,NA,NA,,,,,,
110,B2,SA,3568,,,UMBCAL,1,0,,,,61.5,0.6,1,,,,,,
111,A4,TR,3540,,,QUEGAR,1,1,0,1,3,,,,34.7,NA,0,,,
112,A4,TR,3541,,,QUEGAR,0,0,0,0,0,,,,NA,,,,1,
113,D3,TR,3693,,,PSEMEN,0,0,0,0,0,,,NA,,,,1,,
114,D3,TR,3692,,,PSEMEN,0,0,0,0,0,,,NA,,,,1,,
115,D4,TR,3672,,,PSEMEN,0,0,0,0,0,,,NA,,,,,,
116,D4,TR,3671,,,PSEMEN,0,0,0,0,0,,,NA,,,,1,,
117,D4,TR,3669,,,PSEMEN,0,0,0,0,0,,,NA,,,,,,
118,D4,SA,3674,,,UMBCAL,0,0,,,,NA,NA,NA,,,,,,
119,D4,SA,3673,,,UMBCAL,1,0,,,,72,0.51,8,,,,,,BDBSPT
120,D4,TR,3667,,,PSEMEN,1,0,0,1,3,,,,29.4,,,,,
121,D4,TR,3670,,,PSEMEN,0,0,0,0,0,,,,NA,,,,,
122,D4,TR,3668,,,PSEMEN,0,0,0,0,0,,,,NA,,,1,,
123,D4,SA,3648,,,UMBCAL,0,0,,,,NA,NA,NA,,,,,,
124,C4,TR,3664,,,PSEMEN,1,0,0,1,2,,,,10.9,,,,,
125,C4,SA,3646,,,UMBCAL,0,0,,,,NA,NA,NA,,,,,,
126,C4,TR,3665,,,QUEGAR,1,0,0,1,4,,,,36.7,,,,,
127,C4,TR,3666,,,PSEMEN,1,0,0,1,3,,,,22.2,,,,,
128,C4,SA,5654,,,UMBCAL,1,0,,,,56.4,0.48,2,,,,,,BDBSPT
129,C4,SA,3659,,,UMBCAL,0,0,,,,NA,NA,NA,,,,1,,
130,C4,SA,5655,,,UMBCAL,1,0,,,,50,0.4,1,,,,,,BDBSPT
131,C4,SA,3647,,,UMBCAL,0,0,,,,NA,NA,NA,,,,,,TAG NOT FOUND
132,C2,SA,3616,,,UMBCAL,0,0,,,,NA,NA,NA,,,,,,TAG NOT FOUND
133,C2,SA,3619,,,UMBCAL,0,0,,,,NA,NA,NA,,,,,,TAG NOT FOUND
134,B4,TR,3547,,,PSEMEN,0,0,0,0,0,,,,NA,,,1,,
135,B4,SA,3549,,,UMBCAL,0,0,,,,NA,NA,NA,,,,,,
136,B4,SA,3548,,,UMBCAL,0,1,,,,NA,0.41,0,,47.3,,,,BDBSPT
137,B4,SA,3545,,,UMBCAL,0,0,,,,NA,NA,NA,,,,,,
138,B4,TR,3550,,,PSEMEN,1,0,0,1,2,,,,25.3,,,,,
139,B4,SA,3552,,,UMBCAL,0,0,,,,NA,NA,NA,,,,,,
140,B4,TR,3557,,,PSEMEN,1,0,0,1,3,,,,17.2,,,,,
141,B3,TR,3559,,,PSEMEN,0,0,0,0,0,,,,17.9,,,,,
142,B3,SA,3555,,,UMBCAL,1,0,,,,59.6,0.53,1,,,,,,"BDBSPT, OG DEAD"
143,A4,TR,3536,,,QUEGAR,1,1,1,1,4,,,,43.2,,,,,
144,A4,TR,3537,,,QUEGAR,1,0,1,1,4,,,,45.8,,,,,
145,A4,TR,3538,,,QUEGAR,1,0,0,1,3,,,,37.9,,,,,
146,A4,TR,3542,,,PSEMEN,1,0,0,1,2,,,,28,,,,,
147,A4,SA,3530,,,UMBCAL,0,0,,,,NA,NA,NA,,,,,,
148,A4,SA,3534,,,UMBCAL,0,1,,,,NA,1.24,1,,59,,,,
149,A4,SA,3583,,,UMBCAL,0,0,,,,NA,NA,NA,,,,,,TAG NOT FOUND
150,B2,TR,3574,,,PSEMEN,0,0,0,0,0,,,,NA,,,,,
151,B2,TR,3605,,,PSEMEN,1,0,0,1,2,,,,25.7,,,,,
152,B2,SA,3564,,,UMBCAL,0,1,,,,NA,0.38,0,,38.4,,,,"BD OF BSPT, OG DEAD"
153,B2,SA,3571,,,UMBCAL,1,0,,,,65,0.69,2,,,,,,"BD OF BSPT, OG DEAD"
154,B2,SA,6409,,,UMBCAL,1,0,,,,63.5,0.45,0,,,,,,NEW SA
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
