"Plot Title: PPW1302_9850212"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 9850212, SEN S/N: 9850212)","RH, % (LGR S/N: 9850212, SEN S/N: 9850212)","Coupler Detached (LGR S/N: 9850212)","Coupler Attached (LGR S/N: 9850212)","Host Connected (LGR S/N: 9850212)","End Of File (LGR S/N: 9850212)"
152,06/17/13 07:30:00 PM,68.313,59.047,,,,
153,06/17/13 08:00:00 PM,66.900,60.016,,,,
154,06/17/13 08:30:00 PM,65.444,55.471,,,,
155,06/17/13 09:00:00 PM,63.005,59.581,,,,
156,06/17/13 09:30:00 PM,61.290,64.581,,,,
157,06/17/13 10:00:00 PM,59.788,70.202,,,,
158,06/17/13 10:30:00 PM,58.455,74.564,,,,
159,06/17/13 11:00:00 PM,57.204,78.948,,,,
160,06/17/13 11:30:00 PM,56.469,81.006,,,,
161,06/18/13 12:00:00 AM,55.819,83.159,,,,
162,06/18/13 12:30:00 AM,55.168,84.534,,,,
163,06/18/13 01:00:00 AM,54.473,85.624,,,,
164,06/18/13 01:30:00 AM,54.082,85.946,,,,
165,06/18/13 02:00:00 AM,53.690,85.948,,,,
166,06/18/13 02:30:00 AM,53.166,85.506,,,,
167,06/18/13 03:00:00 AM,52.554,86.939,,,,
168,06/18/13 03:30:00 AM,52.115,88.119,,,,
169,06/18/13 04:00:00 AM,51.501,89.032,,,,
170,06/18/13 04:30:00 AM,51.413,87.446,,,,
171,06/18/13 05:00:00 AM,50.797,87.521,,,,
172,06/18/13 05:30:00 AM,50.445,87.919,,,,
173,06/18/13 06:00:00 AM,50.621,87.077,,,,
174,06/18/13 06:30:00 AM,50.621,87.234,,,,
175,06/18/13 07:00:00 AM,50.576,86.939,,,,
176,06/18/13 07:30:00 AM,51.193,85.832,,,,
177,06/18/13 08:00:00 AM,52.335,82.504,,,,
178,06/18/13 08:30:00 AM,54.300,76.250,,,,
179,06/18/13 09:00:00 AM,56.340,67.278,,,,
180,06/18/13 09:30:00 AM,59.358,61.497,,,,
181,06/18/13 10:00:00 AM,59.830,60.049,,,,
182,06/18/13 10:30:00 AM,60.818,57.913,,,,
183,06/18/13 11:00:00 AM,62.875,53.327,,,,
184,06/18/13 11:30:00 AM,62.447,52.893,,,,
185,06/18/13 12:00:00 PM,66.344,45.388,,,,
186,06/18/13 12:30:00 PM,66.258,44.046,,,,
187,06/18/13 01:00:00 PM,68.227,38.399,,,,
188,06/18/13 01:30:00 PM,68.828,37.356,,,,
189,06/18/13 02:00:00 PM,69.942,35.383,,,,
190,06/18/13 02:30:00 PM,71.231,31.570,,,,
191,06/18/13 03:00:00 PM,71.704,36.368,,,,
192,06/18/13 03:30:00 PM,72.050,34.570,,,,
193,06/18/13 04:00:00 PM,71.620,34.183,,,,
194,06/18/13 04:30:00 PM,70.243,38.319,,,,
195,06/18/13 05:00:00 PM,69.213,40.244,,,,
196,06/18/13 05:30:00 PM,69.514,40.813,,,,
197,06/18/13 06:00:00 PM,68.142,42.534,,,,
198,06/18/13 06:30:00 PM,66.130,45.818,,,,
199,06/18/13 07:00:00 PM,64.247,50.180,,,,
200,06/18/13 07:30:00 PM,62.233,53.799,,,,
201,06/18/13 08:00:00 PM,60.433,56.821,,,,
202,06/18/13 08:30:00 PM,57.722,61.673,,,,
203,06/18/13 09:00:00 PM,56.208,65.203,,,,
204,06/18/13 09:30:00 PM,55.342,67.293,,,,
205,06/18/13 10:00:00 PM,54.648,69.635,,,,
206,06/18/13 10:30:00 PM,53.690,72.033,,,,
207,06/18/13 11:00:00 PM,52.860,73.658,,,,
208,06/18/13 11:30:00 PM,52.291,74.656,,,,
209,06/19/13 12:00:00 AM,51.809,75.242,,,,
210,06/19/13 12:30:00 AM,51.370,76.465,,,,
211,06/19/13 01:00:00 AM,51.062,77.283,,,,
212,06/19/13 01:30:00 AM,50.709,77.626,,,,
213,06/19/13 02:00:00 AM,50.445,78.362,,,,
214,06/19/13 02:30:00 AM,49.959,80.181,,,,
215,06/19/13 03:00:00 AM,49.649,82.541,,,,
216,06/19/13 03:30:00 AM,49.028,84.435,,,,
217,06/19/13 04:00:00 AM,48.672,86.343,,,,
218,06/19/13 04:30:00 AM,48.227,87.384,,,,
219,06/19/13 05:00:00 AM,48.094,88.461,,,,
220,06/19/13 05:30:00 AM,47.959,87.974,,,,
221,06/19/13 06:00:00 AM,47.781,88.262,,,,
222,06/19/13 06:30:00 AM,48.137,87.712,,,,
223,06/19/13 07:00:00 AM,48.272,87.443,,,,
224,06/19/13 07:30:00 AM,49.204,85.465,,,,
225,06/19/13 08:00:00 AM,50.356,83.434,,,,
226,06/19/13 08:30:00 AM,51.852,80.685,,,,
227,06/19/13 09:00:00 AM,54.387,75.229,,,,
228,06/19/13 09:30:00 AM,56.988,65.746,,,,
229,06/19/13 10:00:00 AM,58.798,59.957,,,,
230,06/19/13 10:30:00 AM,62.233,52.106,,,,
231,06/19/13 11:00:00 AM,65.230,45.979,,,,
232,06/19/13 11:30:00 AM,67.798,42.191,,,,
233,06/19/13 12:00:00 PM,69.471,37.948,,,,
234,06/19/13 12:30:00 PM,70.286,37.471,,,,
235,06/19/13 01:00:00 PM,71.577,36.097,,,,
236,06/19/13 01:30:00 PM,71.834,34.194,,,,
237,06/19/13 02:00:00 PM,72.739,33.577,,,,
238,06/19/13 02:30:00 PM,72.783,34.774,,,,
239,06/19/13 03:00:00 PM,73.688,32.992,,,,
240,06/19/13 03:30:00 PM,74.295,32.154,,,,
241,06/19/13 04:00:00 PM,74.813,34.049,,,,
242,06/19/13 04:30:00 PM,74.683,33.142,,,,
243,06/19/13 05:00:00 PM,75.204,33.102,,,,
244,06/19/13 05:30:00 PM,73.602,34.153,,,,
245,06/19/13 06:00:00 PM,72.696,36.554,,,,
246,06/19/13 06:30:00 PM,71.317,39.752,,,,
247,06/19/13 07:00:00 PM,69.858,42.740,,,,
248,06/19/13 07:30:00 PM,67.928,45.718,,,,
249,06/19/13 08:00:00 PM,65.359,50.513,,,,
250,06/19/13 08:30:00 PM,62.447,56.079,,,,
251,06/19/13 09:00:00 PM,59.830,60.707,,,,
252,06/19/13 09:30:00 PM,58.195,62.871,,,,
253,06/19/13 10:00:00 PM,56.815,64.298,,,,
254,06/19/13 10:30:00 PM,55.690,66.228,,,,
255,06/19/13 11:00:00 PM,54.691,68.350,,,,
256,06/19/13 11:30:00 PM,53.994,69.937,,,,
257,06/20/13 12:00:00 AM,53.253,71.816,,,,
258,06/20/13 12:30:00 AM,52.729,73.475,,,,
259,06/20/13 01:00:00 AM,52.115,75.165,,,,
260,06/20/13 01:30:00 AM,51.678,76.970,,,,
261,06/20/13 02:00:00 AM,51.809,77.068,,,,
262,06/20/13 02:30:00 AM,51.413,78.039,,,,
263,06/20/13 03:00:00 AM,50.797,79.904,,,,
264,06/20/13 03:30:00 AM,50.180,81.317,,,,
265,06/20/13 04:00:00 AM,49.959,81.829,,,,
266,06/20/13 04:30:00 AM,50.135,80.690,,,,
267,06/20/13 05:00:00 AM,49.825,81.165,,,,
268,06/20/13 05:30:00 AM,49.870,80.739,,,,
269,06/20/13 06:00:00 AM,50.047,80.869,,,,
270,06/20/13 06:30:00 AM,50.047,80.950,,,,
271,06/20/13 07:00:00 AM,50.223,80.376,,,,
272,06/20/13 07:30:00 AM,50.533,80.442,,,,
273,06/20/13 08:00:00 AM,51.852,77.707,,,,
274,06/20/13 08:30:00 AM,53.602,74.021,,,,
275,06/20/13 09:00:00 AM,56.165,69.937,,,,
276,06/20/13 09:30:00 AM,59.014,64.245,,,,
277,06/20/13 10:00:00 AM,61.677,60.035,,,,
278,06/20/13 10:30:00 AM,64.717,52.917,,,,
279,06/20/13 11:00:00 AM,67.199,47.381,,,,
280,06/20/13 11:30:00 AM,70.329,41.834,,,,
281,06/20/13 12:00:00 PM,73.342,33.541,,,,
282,06/20/13 12:30:00 PM,74.986,31.886,,,,
283,06/20/13 01:00:00 PM,75.985,28.630,,,,
284,06/20/13 01:30:00 PM,77.421,24.563,,,,
285,06/20/13 02:00:00 PM,78.865,20.782,,,,
286,06/20/13 02:30:00 PM,78.953,18.484,,,,
287,06/20/13 03:00:00 PM,79.480,28.784,,,,
288,06/20/13 03:30:00 PM,80.184,28.440,,,,
289,06/20/13 04:00:00 PM,79.392,28.984,,,,
290,06/20/13 04:30:00 PM,79.963,22.693,,,,
291,06/20/13 05:00:00 PM,79.743,22.927,,,,
292,06/20/13 05:30:00 PM,78.865,24.309,,,,
293,06/20/13 06:00:00 PM,77.378,24.183,,,,
294,06/20/13 06:30:00 PM,75.767,26.241,,,,
295,06/20/13 07:00:00 PM,73.515,28.318,,,,
296,06/20/13 07:30:00 PM,71.404,31.679,,,,
297,06/20/13 08:00:00 PM,68.828,36.800,,,,
298,06/20/13 08:30:00 PM,65.829,42.772,,,,
299,06/20/13 09:00:00 PM,63.732,47.200,,,,
300,06/20/13 09:30:00 PM,62.148,49.993,,,,
301,06/20/13 10:00:00 PM,60.991,52.409,,,,
302,06/20/13 10:30:00 PM,59.745,54.668,,,,
303,06/20/13 11:00:00 PM,58.971,55.759,,,,
304,06/20/13 11:30:00 PM,58.626,55.973,,,,
305,06/21/13 12:00:00 AM,58.023,56.979,,,,
306,06/21/13 12:30:00 AM,57.333,58.781,,,,
307,06/21/13 01:00:00 AM,56.512,61.296,,,,
308,06/21/13 01:30:00 AM,56.642,61.781,,,,
309,06/21/13 02:00:00 AM,56.512,62.212,,,,
310,06/21/13 02:30:00 AM,55.690,63.985,,,,
311,06/21/13 03:00:00 AM,55.429,64.923,,,,
312,06/21/13 03:30:00 AM,55.125,65.940,,,,
313,06/21/13 04:00:00 AM,54.648,67.194,,,,
314,06/21/13 04:30:00 AM,55.038,66.395,,,,
315,06/21/13 05:00:00 AM,55.213,66.181,,,,
316,06/21/13 05:30:00 AM,55.125,66.433,,,,
317,06/21/13 06:00:00 AM,54.820,67.067,,,,
318,06/21/13 06:30:00 AM,55.038,66.974,,,,
319,06/21/13 07:00:00 AM,54.777,67.812,,,,
320,06/21/13 07:30:00 AM,55.125,67.589,,,,
321,06/21/13 08:00:00 AM,56.340,65.012,,,,
322,06/21/13 08:30:00 AM,57.420,64.473,,,,
323,06/21/13 09:00:00 AM,59.529,61.335,,,,
324,06/21/13 09:30:00 AM,62.490,56.570,,,,
325,06/21/13 10:00:00 AM,65.487,50.335,,,,
326,06/21/13 10:30:00 AM,68.828,44.631,,,,
327,06/21/13 11:00:00 AM,72.437,39.721,,,,
328,06/21/13 11:30:00 AM,74.986,35.819,,,,
329,06/21/13 12:00:00 PM,79.173,31.887,,,,
330,06/21/13 12:30:00 PM,81.023,29.602,,,,
331,06/21/13 01:00:00 PM,82.042,26.431,,,,
332,06/21/13 01:30:00 PM,80.890,23.177,,,,
333,06/21/13 02:00:00 PM,82.753,21.541,,,,
334,06/21/13 02:30:00 PM,83.511,24.626,,,,
335,06/21/13 03:00:00 PM,83.824,23.668,,,,
336,06/21/13 03:30:00 PM,83.332,23.510,,,,
337,06/21/13 04:00:00 PM,84.049,24.196,,,,
338,06/21/13 04:30:00 PM,83.556,24.766,,,,
339,06/21/13 05:00:00 PM,83.242,24.616,,,,
340,06/21/13 05:30:00 PM,82.841,25.809,,,,
341,06/21/13 06:00:00 PM,81.642,29.153,,,,
342,06/21/13 06:30:00 PM,80.625,32.194,,,,
343,06/21/13 07:00:00 PM,78.690,31.392,,,,
344,06/21/13 07:30:00 PM,77.160,31.655,,,,
345,06/21/13 08:00:00 PM,75.333,32.573,,,,
346,06/21/13 08:30:00 PM,72.480,33.231,,,,
347,06/21/13 09:00:00 PM,69.985,34.759,,,,
348,06/21/13 09:30:00 PM,68.657,36.266,,,,
349,06/21/13 10:00:00 PM,67.500,38.161,,,,
350,06/21/13 10:30:00 PM,66.301,40.585,,,,
351,06/21/13 11:00:00 PM,65.059,42.659,,,,
352,06/21/13 11:30:00 PM,64.074,44.379,,,,
353,06/22/13 12:00:00 AM,62.834,47.419,,,,
354,06/22/13 12:30:00 AM,62.233,48.628,,,,
355,06/22/13 01:00:00 AM,61.376,50.586,,,,
356,06/22/13 01:30:00 AM,60.474,52.707,,,,
357,06/22/13 02:00:00 AM,59.873,54.190,,,,
358,06/22/13 02:30:00 AM,58.885,56.509,,,,
359,06/22/13 03:00:00 AM,58.282,57.814,,,,
360,06/22/13 03:30:00 AM,57.679,59.320,,,,
361,06/22/13 04:00:00 AM,57.376,59.979,,,,
362,06/22/13 04:30:00 AM,57.420,60.042,,,,
363,06/22/13 05:00:00 AM,57.722,59.890,,,,
364,06/22/13 05:30:00 AM,57.204,61.063,,,,
365,06/22/13 06:00:00 AM,57.160,62.242,,,,
366,06/22/13 06:30:00 AM,57.247,62.398,,,,
367,06/22/13 07:00:00 AM,57.549,62.928,,,,
368,06/22/13 07:30:00 AM,57.979,61.934,,,,
369,06/22/13 08:00:00 AM,58.842,61.093,,,,
370,06/22/13 08:30:00 AM,61.205,58.127,,,,
371,06/22/13 09:00:00 AM,63.347,55.299,,,,
372,06/22/13 09:30:00 AM,66.385,50.277,,,,
373,06/22/13 10:00:00 AM,70.630,45.199,,,,
374,06/22/13 10:30:00 AM,72.955,39.261,,,,
375,06/22/13 11:00:00 AM,76.419,37.718,,,,
376,06/22/13 11:30:00 AM,78.690,32.672,,,,
377,06/22/13 12:00:00 PM,81.952,28.278,,,,
378,06/22/13 12:30:00 PM,84.137,26.034,,,,
379,06/22/13 01:00:00 PM,85.622,23.456,,,,
380,06/22/13 01:30:00 PM,85.307,23.375,,,,
381,06/22/13 02:00:00 PM,86.891,22.385,,,,
382,06/22/13 02:30:00 PM,86.437,26.057,,,,
383,06/22/13 03:00:00 PM,87.939,23.752,,,,
384,06/22/13 03:30:00 PM,87.300,24.216,,,,
385,06/22/13 04:00:00 PM,86.164,24.798,,,,
386,06/22/13 04:30:00 PM,86.029,27.285,,,,
387,06/22/13 05:00:00 PM,85.035,27.863,,,,
388,06/22/13 05:30:00 PM,85.352,21.841,,,,
389,06/22/13 06:00:00 PM,83.377,23.790,,,,
390,06/22/13 06:30:00 PM,80.713,27.815,,,,
391,06/22/13 07:00:00 PM,77.509,31.605,,,,
392,06/22/13 07:30:00 PM,75.117,35.893,,,,
393,06/22/13 08:00:00 PM,73.299,39.576,,,,
394,06/22/13 08:30:00 PM,70.543,44.296,,,,
395,06/22/13 09:00:00 PM,68.527,48.738,,,,
396,06/22/13 09:30:00 PM,67.114,50.988,,,,
397,06/22/13 10:00:00 PM,66.043,52.650,,,,
398,06/22/13 10:30:00 PM,64.375,59.310,,,,
399,06/22/13 11:00:00 PM,63.048,63.356,,,,
400,06/22/13 11:30:00 PM,61.891,67.108,,,,
401,06/23/13 12:00:00 AM,60.861,70.575,,,,
402,06/23/13 12:30:00 AM,60.260,73.375,,,,
403,06/23/13 01:00:00 AM,59.830,75.707,,,,
404,06/23/13 01:30:00 AM,59.830,76.411,,,,
405,06/23/13 02:00:00 AM,60.003,76.121,,,,
406,06/23/13 02:30:00 AM,59.659,76.025,,,,
407,06/23/13 03:00:00 AM,59.229,76.791,,,,
408,06/23/13 03:30:00 AM,58.626,77.950,,,,
409,06/23/13 04:00:00 AM,57.979,80.752,,,,
410,06/23/13 04:30:00 AM,57.765,82.970,,,,
411,06/23/13 05:00:00 AM,57.463,84.424,,,,
412,06/23/13 05:30:00 AM,57.247,85.878,,,,
413,06/23/13 06:00:00 AM,57.160,87.019,,,,
414,06/23/13 06:30:00 AM,57.463,87.886,,,,
415,06/23/13 07:00:00 AM,57.592,88.116,,,,
416,06/23/13 07:30:00 AM,57.893,86.875,,,,
417,06/23/13 08:00:00 AM,58.023,86.248,,,,
418,06/23/13 08:30:00 AM,58.109,86.206,,,,
419,06/23/13 09:00:00 AM,58.152,86.426,,,,
420,06/23/13 09:30:00 AM,58.669,86.091,,,,
421,06/23/13 10:00:00 AM,60.517,82.246,,,,
422,06/23/13 10:30:00 AM,61.977,78.539,,,,
423,06/23/13 11:00:00 AM,63.219,76.233,,,,
424,06/23/13 11:30:00 AM,65.188,74.346,,,,
425,06/23/13 12:00:00 PM,65.959,74.861,,,,
426,06/23/13 12:30:00 PM,66.686,74.884,,,,
427,06/23/13 01:00:00 PM,65.188,77.845,,,,
428,06/23/13 01:30:00 PM,65.788,76.411,,,,
429,06/23/13 02:00:00 PM,64.974,78.526,,,,
430,06/23/13 02:30:00 PM,63.176,84.417,,,,
431,06/23/13 03:00:00 PM,61.934,88.752,,,,
432,06/23/13 03:30:00 PM,63.005,87.684,,,,
433,06/23/13 04:00:00 PM,65.829,78.174,,,,
434,06/23/13 04:30:00 PM,63.732,82.699,,,,
435,06/23/13 05:00:00 PM,63.433,82.993,,,,
436,06/23/13 05:30:00 PM,64.974,80.545,,,,
437,06/23/13 06:00:00 PM,65.487,78.755,,,,
438,06/23/13 06:30:00 PM,63.304,82.259,,,,
439,06/23/13 07:00:00 PM,63.390,83.978,,,,
440,06/23/13 07:30:00 PM,61.891,85.671,,,,
441,06/23/13 08:00:00 PM,59.830,89.270,,,,
442,06/23/13 08:30:00 PM,58.626,91.877,,,,
443,06/23/13 09:00:00 PM,57.936,93.632,,,,
444,06/23/13 09:30:00 PM,56.988,94.943,,,,
445,06/23/13 10:00:00 PM,56.208,96.059,,,,
446,06/23/13 10:30:00 PM,55.558,97.489,,,,
447,06/23/13 11:00:00 PM,55.038,98.219,,,,
448,06/23/13 11:30:00 PM,54.604,98.857,,,,
449,06/24/13 12:00:00 AM,54.387,99.425,,,,
450,06/24/13 12:30:00 AM,54.082,99.828,,,,
451,06/24/13 01:00:00 AM,54.126,99.984,,,,
452,06/24/13 01:30:00 AM,53.602,99.953,,,,
453,06/24/13 02:00:00 AM,53.166,100.000,,,,
454,06/24/13 02:30:00 AM,53.035,100.000,,,,
455,06/24/13 03:00:00 AM,53.078,100.000,,,,
456,06/24/13 03:30:00 AM,52.992,100.000,,,,
457,06/24/13 04:00:00 AM,52.903,100.000,,,,
458,06/24/13 04:30:00 AM,52.772,100.000,,,,
459,06/24/13 05:00:00 AM,52.641,100.000,,,,
460,06/24/13 05:30:00 AM,52.817,100.000,,,,
461,06/24/13 06:00:00 AM,52.860,100.000,,,,
462,06/24/13 06:30:00 AM,52.992,100.000,,,,
463,06/24/13 07:00:00 AM,52.992,100.000,,,,
464,06/24/13 07:30:00 AM,52.992,100.000,,,,
465,06/24/13 08:00:00 AM,53.298,100.000,,,,
466,06/24/13 08:30:00 AM,53.515,100.000,,,,
467,06/24/13 09:00:00 AM,53.820,100.000,,,,
468,06/24/13 09:30:00 AM,53.951,100.000,,,,
469,06/24/13 10:00:00 AM,53.865,100.000,,,,
470,06/24/13 10:30:00 AM,54.430,100.000,,,,
